,bill,title,label
49,50,"To authorize and strengthen the National Oceanic and Atmospheric Administration's tsunami detection, forecast, warning, and mitigation program, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 24, 2005  Mr. Inouye (for himself, Mr. Stevens, Ms. Cantwell, Mr. Burns, Mr.",fail
50,51,To ensure that women seeking an abortion are fully informed regarding the pain experienced by their unborn child.,fail
51,52,"To direct the Secretary of the Interior to convey a parcel of real property to Beaver County, Utah.     IN THE SENATE OF THE UNITED STATES  January 24, 2005  Mr. Hatch introduced the following bill; which was read twice and referred to the Committee on Energy and Natural Resources",success
52,53,"To amend the Mineral Leasing Act to authorize the Secretary of the Interior to issue separately, for the same area, a lease for tar sand and a lease for oil and gas, and for other purposes.",fail
53,54,"To amend the National Trails System Act to require the Secretary of the Interior to update the feasibility and suitability studies of four national historic trails, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 24, 2005  Mr. Hatch introduced the following bill; which was read twice and",fail
54,55,To adjust the boundary of Rocky Mountain National Park in the State of Colorado.,success
55,56,"To establish the Rio Grande Natural Area in the State of Colorado, and for other purposes.",success
56,57,To further the purposes of the Sand Creek Massacre National Historic Site Establishment Act of 2000.,fail
57,58,"To amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.",fail
58,59,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores.",fail
59,60,To repeal the provision of law that provides automatic pay adjustments for Members of Congress.,fail
60,61,To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the medicare program.,fail
61,62,For the relief of Jim K. Yoshida.,fail
62,63,"To establish the Northern Rio Grande National Heritage Area in the State of New Mexico, and for other purposes.",fail
63,64,To direct the Secretary of Energy to establish a decommissioning pilot program to decommission and decontaminate the sodium-cooled fast breeder experimental test-site reactor located in northwest Arkansas.,fail
64,65,To amend the age restrictions for pilots.,fail
65,66,,fail
66,67,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
67,68,To amend title XIX of the Social Security Act to provide 100 percent reimbursement for medical assistance provided to a Native Hawaiian through a federally-qualified health center or a Native Hawaiian health care system.,fail
68,69,For the relief of Donald C. Pence.,fail
69,70,To amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician.,fail
70,71,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing minimum nurse staffing ratios at certain Medicare providers, and for other purposes.",fail
71,72,"To amend title 5, United States Code, to require the issuance of a prisoner-of-war medal to civilian employees of the Federal Government who are forcibly detained or interned by an enemy government or a hostile force under wartime conditions.",fail
72,73,To promote food safety and to protect the animal feed supply from bovine spongiform encephalopathy.,fail
73,74,To designate a portion of the White Salmon River as a component of the National Wild and Scenic Rivers System.,fail
74,75,To permanently increase the maximum annual contribution allowed to be made to Coverdell education savings accounts.,fail
75,76,"To amend the Internal Revenue Code of 1986 to permanently increase the maximum annual contribution allowed to be made to Coverdell education savings accounts, and to provide for a deduction for contributions to education savings accounts.",fail
76,77,"To amend titles 10 and 38, United States Code, to improve death benefits for the families of deceased members of the Armed Forces, and for other purposes.",fail
77,78,To make permanent marriage penalty relief.,fail
78,79,To require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.,fail
79,80,"To restore the traditional day of observance of Memorial Day, and for other purposes.",fail
80,81,For the relief of Benjamin M. Banfro.,fail
81,82,"For the relief of Robert J. Bancroft, of Newport, Washington, to permit the payment of backpay for overtime incurred in missions flown with the Drug Enforcement Agency.",fail
82,83,To amend the Internal Revenue Code of 1986 to provide tax relief for the conversion of cooperative housing corporations into condominiums.,fail
83,84,To amend the Internal Revenue Code of 1986 to exempt certain sightseeing flights from taxes on air transportation.,fail
84,85,"For the relief of Ricke Kaname Fujino of Honolulu, Hawaii.",fail
85,86,For the relief of Sung Jun Oh.,fail
86,87,To recognize the organization known as the National Academies of Practice.,fail
87,88,"To allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect, to be conducted by a clinical social worker.",fail
88,89,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
89,90,To amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research.,fail
90,91,"To amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under certain programs to assist individuals in pursuing health careers and programs of grants for training projects in geriatrics, and to establish a social work training program.",fail
91,92,"To amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",fail
92,93,"To increase the role of the Secretary of Transportation in administering section 901 of the Merchant Marine Act, 1936, and for other purposes.",fail
93,94,To amend the Internal Revenue Code of 1986 to provide for a charitable deduction for contributions of food inventory.,fail
94,95,"To amend titles 23 and 49, United States Code, concerning length and weight limitations for vehicles operating on Federal-aid highways, and for other purposes.",fail
95,96,"To target Federal funding for research and development, to amend section 1928 of the Social Security Act to encourage the production of influenza vaccines by eliminating the price cap applicable to the purchase of such vaccines under contracts entered into by the Secretary of Health and Human Services, to amend the Internal Revenue Code of 1986 to establish a tax credit to encourage vaccine production",fail
96,97,"To provide for the sale of bentonite in Big Horn County, Wyoming.",fail
97,98,"To amend the Bank Holding Company Act of 1956 and the Revised Statutes of the United States to prohibit financial holding companies and national banks from engaging, directly or indirectly, in real estate brokerage or real estate management activities, and for other purposes.",fail
98,99,"To authorize the Secretary of the Interior to contract with the city of Cheyenne, Wyoming, for the storage of the city's water in the Kendrick Project, Wyoming.",fail
99,100,To authorize the exchange of certain land in the State of Colorado.,fail
100,101,"To convey to the town of Frannie, Wyoming, certain land withdrawn by the Commissioner of Reclamation.",success
101,102,To provide grants to States to combat methamphetamine abuse.,fail
102,103,"To respond to the illegal production, distribution, and use of methamphetamine in the United States, and for other purposes.",fail
103,104,To amend the Internal Revenue Code of 1986 to provide tax-exempt financing of highway projects and rail-truck transfer facilities.,fail
104,105,"To reauthorize and improve the program of block grants to States for temporary assistance for needy families, improve access to quality child care, and for other purposes.",fail
105,106,To provide for the reliquidation of certain entries of candles.     IN THE SENATE OF THE UNITED STATES,fail
106,107,To provide for the reliquidation of certain entries of clock radios.     IN THE SENATE OF THE UNITED STATES,fail
107,108,"To prohibit the operation during a calendar year of the final rule issued by the Secretary of Agriculture to establish standards for the designation of minimal-risk regions for the introduction of bovine spongiform encephalopathy into the United States, including designation of Canada as a minimal-risk region, and the importation into the United States from Canada of certain bovine ruminant products during that",fail
108,109,Entitled the ``Pharmaceutical Market Access Act of 2005''.     IN THE SENATE OF THE UNITED STATES,fail
109,110,For the relief of Robert Liang and Alice Liang.,fail
110,111,For the relief of Shigeru Yamada.,fail
111,112,For the relief of Denes Fulop and Gyorgyi Fulop.,fail
112,113,To modify the date as of which certain tribal land of the Lytton Rancheria of California is deemed to be held in trust.,fail
113,114,"To amend titles XIX and XXI of the Social Security Act to ensure that every uninsured child in America has health insurance coverage, and for other purposes.",fail
114,115,"To require Federal agencies, and persons engaged in interstate commerce, in possession of electronic data containing personal information, to disclose any unauthorized acquisition of such information.",fail
115,116,"To require the consent of an individual prior to the sale and marketing of such individual's personally identifiable information, and for other purposes.",fail
116,117,To amend the Higher Education Act of 1965 to extend loan forgiveness for certain loans to Head Start teachers.,fail
117,118,For the relief of Maria Cristina DeGrassi.,fail
118,119,"To provide for the protection of unaccompanied alien children, and for other purposes.",fail
119,120,"For the relief of Esidronio Arreola-Saucedo, Maria Elna Cobian Arreola, Nayely Bibiana Arreola, and Cindy Jael Arreola.",fail
120,121,"To amend titles 10 and 38, United States Code, to improve the benefits provided for survivors of deceased members of the Armed Forces, and for other purposes.",fail
121,122,To abolish the death penalty under Federal law.,fail
122,123,To amend part D of title XVIII of the Social Security Act to provide for negotiation of fair prices for Medicare prescription drugs.,fail
123,124,To amend title XVIII of the Social Security Act to repeal the MA Regional Plan Stabilization Fund.,fail
124,125,"To designate the United States courthouse located at 501 I Street in Sacramento, California, as the ``Robert T. Matsui United States Courthouse''.",fail
125,126,"To improve the administration of the Animal and Plant Health Inspection Service of the Department of Agriculture, and for other purposes.",fail
126,127,"To amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",fail
127,128,"To designate certain public land in Humboldt, Del Norte, Mendocino, Lake, and Napa Counties in the State of California as wilderness, to designate certain segments of the Black Butte River in Mendocino County, California as a wild or scenic river, and for other purposes.",fail
128,129,"To amend title 23, United States Code, to provide for HOV facilities.     IN THE SENATE OF THE UNITED STATES",fail
129,130,To authorize an additional district judgeship for the district of Nebraska.,fail
130,131,"To amend the Clean Air Act to reduce air pollution through expansion of cap and trade programs, to provide an alternative regulatory classification for units subject to the cap and trade program, and for other purposes.",fail
131,132,"To amend the Internal Revenue Code of 1986 to allow a deduction for premiums on mortgage insurance, and for other purposes.",fail
132,133,To amend section 302 of the PROTECT Act to modify the standards for the issuance of alerts through the AMBER Alert communications network.,fail
133,134,To adjust the boundary of Redwood National Park in the State of California.,fail
134,135,"To amend the Agricultural Marketing Act of 1946 to expand country of origin labeling for certain covered commodities, and for other purposes.",fail
135,136,"To authorize the Secretary of the Interior to provide supplemental funding and other services that are necessary to assist certain local school districts in the State of California in providing educational services for students attending schools located within Yosemite National Park, to authorize the Secretary of the Interior to adjust the boundaries of the Golden Gate National Recreation Area, and for other",success
136,137,"To modify the contract consolidation requirements in the Small Business Act, and for other purposes.",fail
137,138,To make improvements to the microenterprise programs administered by the Small Business Administration.,fail
138,139,To amend the Small Business Act to direct the Administrator of the Small Business Administration to establish a vocational and technical entrepreneurship development program.,fail
139,140,"To provide for a domestic defense fund to improve the Nation's homeland defense, and for other purposes.",fail
140,141,To amend part A of title IV of the Social Security Act to allow up to 24 months of vocational educational training to be counted as a work activity under the temporary assistance to needy families program.,fail
141,142,For the relief of Alemseghed Mussie Tesfamical.,fail
142,143,To ensure that Members of Congress do not receive better prescription drug benefits than medicare beneficiaries.,fail
143,144,To change the date for regularly scheduled Federal elections and establish polling place hours.,fail
144,145,"To amend title 10, United States Code, to require the naval forces of the Navy to include not less than 12 operational aircraft carriers.",fail
145,146,"To amend title 38, United States Code, to deem certain service in the organized military forces of the Government of the Commonwealth of the Philippines and the Philippine Scouts to have been active service for purposes of benefits under programs administered by the Secretary of Veterans Affairs.",fail
146,147,To express the policy of the United States regarding the United States relationship with Native Hawaiians and to provide a process for the recognition by the United States of the Native Hawaiian governing entity.,fail
147,148,"To establish a United States Boxing Commission to administer the Act, and for other purposes.",fail
148,149,"For the relief of Ziad Mohamed Shaban Khweis, Heyam Ziad Khweis, and Juman Ziad Khweis.",fail
149,150,"To amend the Clean Air Act to reduce emissions from electric powerplants, and for other purposes.",fail
150,151,"To amend title 38, United States Code, to require an annual plan on outreach activities of the Department of Veterans Affairs.",fail
151,152,"To enhance ecosystem protection and the range of outdoor opportunities protected by statute in the Skykomish River valley of the State of Washington by designating certain lower-elevation Federal lands as wilderness, and for other purposes.",fail
152,153,"To direct the Secretary of the Interior to conduct a resource study of the Rim of the Valley Corridor in the State of California to evaluate alternatives for protecting the resources of the Corridor, and for other purposes.",fail
153,154,"To grant a Federal charter to the National American Indian Veterans, Incorporated.",fail
154,155,"To increase and enhance law enforcement resources committed to investigation and prosecution of violent gangs, to deter and punish violent gang crime, to protect law-abiding citizens and communities from violent criminals, to revise and enhance criminal penalties for violent crimes, to reform and facilitate prosecution of juvenile gang members who commit violent crimes, to expand and improve gang",fail
155,156,"To designate the Ojito Wilderness Study Area as wilderness, to take certain land into trust for the Pueblo of Zia, and for other purposes.",success
156,157,"To amend the Internal Revenue Code of 1986 to permit interest on Federally guaranteed water, wastewater, and essential community facilities loans to be tax exempt.",fail
157,158,To establish the Long Island Sound Stewardship Initiative.,fail
158,159,To eliminate the sunset for the determination of the Federal medical assistance percentage for Alaska.,fail
159,160,"To amend the Internal Revenue Code of 1986 to allow individuals a refundable credit against income tax for the purchase of private health insurance, and for other purposes.",fail
160,161,To provide for a land exchange in the State of Arizona between the Secretary of Agriculture and Yavapai Ranch Limited Partnership.,success
161,162,To amend chapter 99 of the Internal Revenue Code of 1986 to clarify that certain coal industry health benefits may not be modified or terminated.,fail
162,163,"To establish the National Mormon Pioneer Heritage Area in the State of Utah, and for other purposes.",fail
163,164,"To provide for the acquisition of certain property in Washington County, Utah.",fail
164,165,For the relief of Tchisou Tho.,fail
165,166,"To amend the Oregon Resource Conservation Act of 1996 to reauthorize the participation of the Bureau of Reclamation in the Deschutes River Conservancy, and for other purposes.",fail
166,167,"To provide for the protection of intellectual property rights, and for other purposes.",success
167,168,To reauthorize additional contract authority for States with Indian reservations.,fail
168,169,"To amend the Intermodal Surface Transportation Efficiency Act of 1991 to identify a route that passes through the States of Texas, New Mexico, Oklahoma, and Kansas as a high priority corridor on the National Highway System.",fail
169,170,To clarify the definition of rural airports.,fail
170,171,To exempt seaplanes from certain transportation taxes.,fail
171,172,"To amend the Federal Food, Drug, and Cosmetic Act to provide for the regulation of all contact lenses as medical devices, and for other purposes.",success
172,173,To amend title XVIII of the Social Security Act to provide adequate coverage for immunosuppressive drugs furnished to beneficiaries under the medicare program that have received an organ transplant.,fail
173,174,"To improve the palliative and end-of-life care provided to children with life-threatening conditions, and for other purposes.",fail
174,175,"To establish the Bleeding Kansas and the Enduring Struggle for Freedom National Heritage Area, and for other purposes.",fail
175,176,To extend the deadline for commencement of construction of a hydroelectric project in the State of Alaska.,success
176,177,"To further the purposes of the Reclamation Projects Authorization and Adjustment Act of 1992 by directing the Secretary of the Interior, acting through the Commissioner of Reclamation, to carry out an assessment and demonstration program to control salt cedar and Russian olive, and for other purposes.",fail
177,178,"To provide assistance to the State of New Mexico for the development of comprehensive State water plans, and for other purposes.",fail
178,179,"To provide for the exchange of land within the Sierra National Forest, California, and for other purposes.",fail
179,180,"For the relief of Ilko Vasilev Ivanov, Anelia Marinova Peneva, Marina Ilkova Ivanova, and Julia Ilkova Ivanova.",fail
180,181,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for taxpayers owning certain commercial power takeoff vehicles.,fail
181,182,"To provide for the establishment of the Uintah Research and Curatorial Center for Dinosaur National Monument in the States of Colorado and Utah, and for other purposes.",fail
182,183,"To amend title XIX of the Social Security Act to provide families of disabled children with the opportunity to purchase coverage under the medicaid program for such children, and for other purposes.",fail
183,184,"To amend the Federal Food, Drug, and Cosmetic Act to protect the public health from the unsafe importation of prescription drugs and from counterfeit prescription drugs, and for other purposes.",fail
184,185,"To amend title 10, United States Code, to repeal the requirement for the reduction of certain Survivor Benefit Plan annuities by the amount of dependency and indemnity compensation and to modify the effective date for paid-up coverage under the Survivor Benefit Plan.",fail
185,186,To prohibit the use of Department of Defense funds for any study related to the transportation of chemical munitions across State lines.,fail
186,187,"To limit the applicability of the annual updates to the allowance for State and other taxes in the tables used in the Federal Needs Analysis Methodology for the award year 2005-2006, published in the Federal Register on December 23, 2004.",fail
187,188,To amend the Immigration and Nationality Act to authorize appropriations for fiscal years 2005 through 2011 to carry out the State Criminal Alien Assistance Program.,fail
188,189,To amend the Head Start Act to require parental consent for nonemergency intrusive physical examinations.,fail
189,190,IN THE SENATE OF THE UNITED STATES,fail
190,191,"To extend certain trade preferences to certain least-developed countries, and for other purposes.",fail
191,192,To provide for the improvement of foreign stabilization and reconstruction capabilities of the United States Government.,fail
192,193,"To increase the penalties for violations by television and radio broadcasters of the prohibitions against transmission of obscene, indecent, and profane language.",success
193,194,To amend the Farm Security and Rural Investment Act of 2002 to permit the planting of chicory on base acres.,fail
194,195,"To provide for full voting representation in Congress for the citizens of the District of Columbia, and for other purposes.",fail
195,196,To amend the Internal Revenue Code of 1986 to provide for the taxation of income of controlled foreign corporations attributable to imported property.,fail
196,197,To improve safety and reduce traffic congestion at grade crossings.,fail
197,198,For the relief of Griselda Lopez Negrete.,fail
198,199,For the relief of Ricardo F. Pedrotti.,fail
199,200,"To establish the Arabia Mountain National Heritage Area in the State of Georgia, and for other purposes.",fail
200,201,For the relief of Katarina Galovic Gnall.,fail
201,202,For the relief of Gustav F.K. Wallner.,fail
202,203,"To reduce temporarily the royalty required to be paid for sodium produced on Federal lands, and for other purposes.",success
203,204,To establish the Atchafalaya National Heritage Area in the State of Louisiana.,fail
204,205,To authorize the American Battle Monuments Commission to establish in the State of Louisiana a memorial to honor the Buffalo Soldiers.,success
205,206,"To designate the Ice Age Floods National Geologic Trail, and for other purposes.",fail
206,207,"To adjust the boundary of the Barataria Preserve Unit of the Jean Lafitte National Historical Park and Preserve in the State of Louisiana, and for other purposes.",fail
207,208,"To amend the Federal Water Pollution Control Act to direct the Great Lakes National Program Office of the Environmental Protection Agency to develop, implement, monitor, and report on a series of indicators of water quality and related environmental factors in the Great Lakes.",fail
208,209,"To build operational readiness in civilian agencies, and for other purposes.",fail
209,210,For the relief of Renato Rosetti.,fail
210,211,"To facilitate nationwide availability of 2-1-1 telephone service for information and referral on human services, volunteer services, and for other purposes.",fail
211,212,"To amend the Valles Caldera Preservation Act to improve the preservation of the Valles Caldera, and for other purposes.",success
212,213,"To direct the Secretary of the Interior to convey certain Federal land to Rio Arriba County, New Mexico.",success
213,214,"To authorize the Secretary of the Interior to cooperate with the States on the border with Mexico and other appropriate entities in conducting a hydrogeologic characterization, mapping, and modeling program for priority transboundary aquifers, and for other purposes.",success
214,215,"To amend the Native Hawaiian Health Care Improvement Act to revise and extend that Act.     IN THE SENATE OF THE UNITED STATES  January 31, 2005  Mr. Inouye introduced the following bill; which was read twice and referred to the Committee on Indian Affairs",fail
215,216,For the relief of the Pottawatomi Nation in Canada for settlement of certain claims against the United States.,fail
216,217,"To amend title 49, United States Code, to preserve the essential air service program.",fail
217,218,To amend the Food Security Act of 1985 to provide incentives to landowners to protect and improve streams and riparian habitat.,fail
218,219,"To amend the Internal Revenue Code of 1986 and the Employee Retirement Income Security Act of 1974 to protect the retirement security of American workers by ensuring that pension assets are adequately diversified and by providing workers with adequate access to, and information about, their pension plans, and for other purposes.",fail
219,220,"For the relief of Mohamad Derani, Maha Felo Derani, and Tarek Derani.",fail
220,221,For the relief of Luay Lufti Hadad.,fail
221,222,To amend title XVIII of the Social Security Act to stabilize the amount of the medicare part B premium.,fail
222,223,To amend the Fair Labor Standards Act of 1938 to repeal any weakening of overtime protections and to avoid future loss of overtime protections due to inflation.,fail
223,224,"To extend the period for COBRA coverage for victims of the terrorist attacks of September 11, 2001.",fail
224,225,To direct the Secretary of the Interior to undertake a program to reduce the risks from and mitigate the effects of avalanches on recreational users of public land.,fail
225,226,To amend the Public Health Service Act to improve immunization rates by increasing the supply of vaccines.,fail
226,227,For the relief of Ernesto Guillen.,fail
227,228,To amend the Public Health Service Act to establish an Office of Men's Health.,fail
228,229,"To clear title to certain real property in New Mexico associated with the Middle Rio Grande Project, and for other purposes.",fail
229,230,To improve railroad safety.,fail
230,231,"To authorize the Bureau of Reclamation to participate in the rehabilitation of the Wallowa Lake Dam in Oregon, and for other purposes.",fail
231,232,"To authorize the Secretary of the Interior, acting through the Bureau of Reclamation, to assist in the implementation of fish passage and screening facilities at non-Federal water projects, and for other purposes.",fail
232,233,To increase the supply of quality child care.,fail
233,234,For the relief of Majan Jean.,fail
234,235,"To direct the Secretary of Agriculture to sell certain parcels of Federal land in Carson City and Douglas County, Nevada.",fail
235,236,To amend title XVIII of the Social Security Act to clarify the treatment of payment under the medicare program for clinical laboratory tests furnished by critical access hospitals.,fail
236,237,"To amend title 23, United States Code, to ensure that certain States remain eligible for Federal highway funds.",fail
237,238,To amend the Internal Revenue Code of 1986 to exclude from gross income interest received on loans secured by agricultural real property.,fail
238,239,"To reduce the costs of prescription drugs for medicare beneficiaries, and for other purposes.",fail
239,240,"To amend the Internal Revenue Code of 1986 to allow small business employers a credit against income tax with respect to employees who participate in the military reserve components and are called to active duty and with respect to replacement employees and to allow a comparable credit for activated military reservists who are self- employed individuals, and for other purposes.",fail
240,241,"To amend section 254 of the Communications Act of 1934 to provide that funds received as universal service contributions and the universal service support programs established pursuant to that section are not subject to certain provisions of title 31, United States Code, commonly known as the Antideficiency Act.",fail
241,242,To establish 4 memorials to the Space Shuttle Columbia in the State of Texas.,fail
242,243,"To establish a program and criteria for National Heritage Areas in the United States, and for other purposes.",fail
243,244,To extend the deadline for commencement of construction of a hydroelectric project in the State of Wyoming.,success
244,245,"To provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",fail
245,246,To repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to the expansion of the adoption credit and adoption assistance programs.,fail
246,247,"To authorize the Secretary of the Interior to assist in the planning, design, and construction of the Tumalo Irrigation District Water Conservation Project in Deschutes County, Oregon.",fail
247,248,"To amend title 23, United States Code, to permit States to carry out surface transportation program projects on local roads to address safety concerns.",fail
248,249,To establish the Great Basin National Heritage Route in the States of Nevada and Utah.,fail
249,250,To amend the Carl D. Perkins Vocational and Technical Education Act of 1998 to improve the Act.,success
250,251,"To authorize the Secretary of the Interior, acting through the Bureau of Reclamation, to conduct a water resource feasibility study for the Little Butte/Bear Creek Subbasins in Oregon.",fail
251,252,"To direct the Secretary of the Interior to convey certain land in Washoe County, Nevada, to the Board of Regents of the University and Community College System of Nevada.",success
252,253,"To direct the Secretary of the Interior to convey certain land to the Edward H. McDaniel American Legion Post No. 22 in Pahrump, Nevada, for the construction of a post building and memorial park for use by the American Legion, other veterans' groups, and the local community.",fail
253,254,"To direct the Secretary of Agriculture to convey certain land to Lander County, Nevada, and the Secretary of the Interior to convey certain land to Eureka County, Nevada, for continued use as cemeteries.",fail
254,255,To amend the Residential Lead-Based Paint Hazard Reduction Act of 1992 to provide assistance for residential properties designated as Superfund sites.,fail
255,256,"To amend title 11 of the United States Code, and for other purposes.",success
