,bill,title,label
44,47,"To amend certain provisions of title 5, United States Code, in order to ensure equality between Federal firefighters and other employees in the civil service and other public sector firefighters, and for other purposes.",fail
45,48,"To amend title II of the Social Security Act to impose the social security earnings test on the retirement annuities of Members of Congress.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. McCain introduced the following bill; which was read twice and",fail
46,49,"To amend the Federal Water Pollution Control Act to modify the wetlands regulatory program corresponding to the low wetlands loss rate in Alaska and the significant wetlands conservation in Alaska, to protect Alaskan property owners, and to ease the burden on overly regulated Alaskan cities, boroughs, municipalities, and villages.",fail
47,50,To repeal the increase in tax on social security benefits.,fail
48,51,To amend title 28 of the United States Code to clarify the remedial jurisdiction of inferior Federal courts.,fail
49,52,To provide that a justice or judge convicted of a felony shall be suspended from office without pay.,fail
50,53,"To amend title 18, United States Code, to prohibit any person who is being compensated for lobbying the Federal Government from being paid on a contingency fee basis.",fail
51,54,To amend title 18 to limit the application of the exclusionary rule.,fail
52,55,"To amend title 38, United States Code, to deem certain service in the organized military forces of the Government of the Commonwealth of the Philippines and the Philippine Scouts to have been active service for purposes of benefits under programs administered by the Secretary of Veterans Affairs.",fail
53,56,For the relief of Susan Rebola Cardenas.,fail
54,57,To amend the Immigration and Nationality Act to facilitate the immigration to the United States of certain aliens born in the Philippines or Japan who were fathered by United States citizens.,fail
55,58,"To increase the role of the Secretary of Transportation in administering section 901 of the Merchant Marine Act, 1936, and for other purposes.",fail
56,59,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
57,60,"To amend Title VII of the Public Health Service Act to revise and extend certain programs relating to the education of individuals as health professionals, and for other purposes.",fail
58,61,"To amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State medicaid programs, and for other purposes.",fail
59,62,"To amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician, and for other purposes.",fail
60,63,"To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the medicare program, and for other purposes.",fail
61,64,"To amend title VII of the Public Health Service Act to make certain graduate programs in clinical psychology eligible to participate in various health professions loan programs, and for other purposes.",fail
62,65,"To amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",fail
63,66,"To amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under the Health Careers Opportunity Program, the Minority Centers of Excellence Program, and programs of grants for training projects in geriatrics, to establish a social work training program, and for other purposes.",fail
64,67,"To amend title 10, United States Code, to authorize former members of the Armed Forces who are totally disabled as the result of a service- connected disability to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.",fail
65,68,"To amend title 10, United States Code, to authorize the appointment of health care professionals to the positions of the Surgeon General of the Army, the Surgeon General of the Navy, and the Surgeon General of the Air Force.",fail
66,69,"To amend section 1086 of title 10, United States Code, to provide for payment under CHAMPUS of certain health care expenses incurred by certain members and former members of the uniformed services and their dependents to the extent that such expenses are not payable under medicare, and for other purposes.",fail
67,70,"To permit exports of certain domestically produced crude oil, and for other purposes.",fail
68,71,A BILL,fail
69,72,To direct the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.,fail
70,73,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary stores and post and base exchanges.",fail
71,74,"To amend title 10, United States Code, to provide for jurisdiction, apprehension, and detention of members of the Armed Forces and certain civilians accompanying the Armed Forces outside the United States, and for other purposes.",fail
72,75,"To allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect to be conducted by a clinical social worker.",fail
73,76,"To recognize the organization known as the National Academies of Practice, and for other purposes.",fail
74,77,To restore the traditional observance of Memorial Day and Veterans Day.,fail
75,78,"To establish a temporary program under which parenteral diacetylmorphine will be made available through qualified pharmacies for the relief of intractable pain due to cancer, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
76,79,"To require the Secretary of Agriculture to extend a nutrition assistance program to American Samoa, and for other purposes.",fail
77,80,"To amend the Perishable Agricultural Commodities Act, 1930, to include marketing of fresh cut flowers and fresh cut foliage in the coverage of the Act, and for other purposes.",fail
78,81,To amend the Internal Revenue Code of 1986 to provide a credit for the purchase of child restraint systems used in motor vehicles.,fail
79,82,"To amend title 38, United States Code, to revise certain provisions relating to the appointment of clinical and counseling psychologists in the Veterans Health Administration, and for other purposes.",fail
80,83,"To amend title 5, United States Code, to require the issuance of a prisoner-of-war medal to civilian employees of the Federal Government who are forcibly detained or interned by an enemy government or a hostile force under wartime conditions.",fail
81,84,"To authorize the Secretary of Transportation to issue a certificate of documentation and coastwise trade endorsement for the vessel BAGGER, and for other purposes.",fail
82,85,"To provide for home and community-based services for individuals with disabilities, and for other purposes.",fail
83,86,"To modify the estate recovery provisions of the medicaid program to give States the option to recover the costs of home and community-based services for individuals over age 55, and for other purposes.",fail
84,87,To amend the Foreign Trade Zones Act to permit the deferral of payment of duty on certain production equipment.,fail
85,88,"To increase the overall economy and efficiency of Government operations and enable more efficient use of Federal funding, by enabling local governments and private, nonprofit organizations to use amounts available under certain Federal assistance programs in accordance with approved local flexibility plans.",fail
86,89,To amend the Science and Engineering Equal Opportunities Act.,fail
87,90,"To amend the Job Training Partnership Act to improve the employment and training assistance programs for dislocated workers, and for other purposes.",fail
88,91,To delay enforcement of the National Voter Registration Act of 1993 until such time as Congress appropriates funds to implement such Act.,fail
89,92,To provide for the reconstitution of outstanding repayment obligations of the Administrator of the Bonneville Power Administration for the appropriated capital investments in the Federal Columbia River Power System.,fail
90,93,"To amend the Federal Land Policy and Management Act of 1976 to provide for ecosystem management, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Hatfield introduced the following bill; which was read twice and referred to the Committee on Energy and Natural Resources",fail
91,94,[Report No. 104-354]  To amend the Congressional Budget Act of 1974 to prohibit the consideration of retroactive tax increases.,fail
92,95,"To ensure that no person is required, other than on a voluntary basis, to complete certain quarterly financial reports of the Bureau of the Census.",fail
93,96,"To amend the Public Health Service Act to provide for the conduct of expanded studies and the establishment of innovative programs with respect to traumatic brain injury, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Hatch (for himself and Mr. Kennedy) introduced the following bill;",fail
94,97,"To amend the Job Training Partnership Act to provide authority for the construction of vocational education and job training centers for Native Hawaiians and Native American Samoans, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Inouye introduced the following bill; which was read twice and",fail
95,98,To amend the Congressional Budget Act of 1974 to establish a process to identify and control tax expenditures.,fail
96,99,"To provide for the conveyance of lands to certain individuals in Butte County, California.",fail
97,100,"To reduce Federal agency regulatory burdens on the public, improve the quality of agency regulations, increase agency accountability for regulatory actions, provide for the review of agency regulations, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
98,101,"To provide for the disclosure of lobbying activities to influence the Federal Government, and for other purposes.",fail
99,102,"To amend the Nuclear Non-Proliferation Act of 1978 and the Atomic Energy Act of 1954 to improve the organization and management of United States nuclear export controls, and for other purposes.",fail
100,103,Entitled the ``Lost Creek Land Exchange Act of 1995''.,fail
101,104,To establish the position of Coordinator for Counter-Terrorism within the office of the Secretary of State.,fail
102,105,To amend the Internal Revenue Code of 1986 to provide that certain cash rentals of farmland will not cause recapture of special estate tax valuation.,fail
103,106,To amend the Internal Revenue Code of 1986 to increase the standard mileage rate deduction for charitable use of passenger automobiles.,fail
104,107,To amend the Internal Revenue Code of 1986 to allow a deduction for travel expenses of certain loggers.,fail
105,108,To amend the Internal Revenue Code of 1986 to allow the energy investment credit for solar energy and geothermal property against the entire regular tax and the alternative minimum tax.,fail
106,109,To amend the Internal Revenue Code of 1986 relating to the treatment of livestock sold on account of weather-related conditions.,fail
107,110,To amend the Internal Revenue Code of 1986 to provide that a taxpayer may elect to include in income crop insurance proceeds and disaster payments in the year of the disaster or in the following year.,fail
108,111,"To amend the Internal Revenue Code of 1986 to make permanent, and to increase to 100 percent, the deduction of self-employed individuals for health insurance costs.",fail
109,112,To amend the Internal Revenue Code of 1986 with respect to the treatment of certain amounts received by a cooperative telephone company.,fail
110,113,To amend the Internal Revenue Code of 1986 to allow Indian tribes to receive charitable contributions of inventory.,fail
111,114,"To authorize the Securities and Exchange Commission to require greater disclosure by municipalities that issue securities, and for other purposes.",fail
112,115,"To authorize the Secretary of the Interior to acquire and to convey certain lands or interests in lands to improve the management, protection, and administration of Colonial National Historical Park, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
113,116,"To amend the Federal Election Campaign Act of 1971 to provide for a voluntary system of spending limits and partial public financing of Senate primary and general election campaigns, to prohibit participation in Federal elections by multicandidate political committees, to establish a $100 limit on individual contributions to candidates, and for other purposes.",fail
114,117,To amend rule XXXV of the Standing Rules of the Senate.,fail
115,118,"To amend chapter 44 of title 18, United States Code, to prohibit the manufacture, transfer, or importation of .25 caliber and .32 caliber and 9 millimeter ammunition.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan introduced the following bill; which was read twice and",fail
116,119,"To tax 9 millimeter, .25 caliber, and .32 caliber bullets.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan introduced the following bill; which was read twice and referred to the Committee on Finance",fail
117,120,"A bill to provide for the collection and dissemination of information on injuries, death, and family dissolution due to bullet-related violence, to require the keeping of records with respect to dispositions of ammunition, and to increase taxes on certain bullets.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
118,121,"To guarantee individuals and families continued choice and control over their doctors and hospitals, to ensure that health coverage is permanent and portable, to provide equal tax treatment for all health insurance consumers, to control medical cost inflation through medical savings accounts, to reform medical liability litigation, to reduce paperwork, and for other purposes.",fail
119,122,"To prohibit the use of certain ammunition, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan introduced the following bill; which was read twice and referred to the Committee on the Judiciary",fail
120,123,"To require the Administrator of the Environmental Protection Agency to seek advice concerning environmental risks, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan (for himself and Mr. Lieberman) introduced the following bill; which was read twice and referred to the Committee on Environment",fail
121,124,"To amend the Internal Revenue Code of 1986 to increase the tax on handgun ammunition, to impose the special occupational tax and registration requirements on importers and manufacturers of handgun ammunition, and for other purposes.",fail
122,125,"To authorize the minting of coins to commemorate the 50th anniversary of the founding of the United Nations in New York City, New York.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan introduced the following bill; which was read twice and referred to the Committee on Banking, Housing, and Urban Affairs",fail
123,126,To unify the formulation and execution of United States diplomacy.,fail
124,127,"To improve the administration of the Women's Rights National Historical Park in the State of New York, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Moynihan introduced the following bill; which was read twice and referred to the Committee on Energy and Natural Resources",fail
125,128,"To establish the Thomas Cole National Historic Site in the State of New York, and for other purposes.",fail
126,129,"To amend section 207 of title 18, United States Code, to tighten the restrictions on former executive and legislative branch officials and employees",fail
127,130,"To amend title 13, United States Code, to require that any data relating to the incidence of poverty produced or published by the Secretary of Commerce for subnational areas is corrected for differences in the cost of living in those areas.",fail
128,131,To specifically exclude certain programs from provisions of the Electronic Funds Transfer Act.,fail
129,132,"To require a separate, unclassified statement of the aggregate amount of budget outlays for intelligence activities.",fail
130,133,"To establish the Lower East Side Tenement Museum National Historic Site, and for other purposes.",fail
131,134,"To provide for the acquisition of certain lands formerly occupied by the Franklin D. Roosevelt family, and for other purposes.",fail
132,135,To establish a uniform and more efficient Federal process for protecting property owners' rights guaranteed by the fifth amendment.,fail
133,136,To amend title 1 of the United States Code to clarify the effect and application of legislation.,fail
134,137,To create a legislative item veto by requiring separate enrollment of items in appropriations bills and tax expenditure provisions in revenue bills.,fail
135,138,"To amend the Act commonly referred to as the ``Johnson Act'' to limit the authority of States to regulate gambling devices on vessels.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mrs. Boxer (for herself and Mrs. Feinstein) introduced the following bill; which was read twice and referred to the Committee on Commerce,",fail
136,139,"To provide that no State or local government shall be obligated to take any action required by Federal law enacted after the date of the enactment of this Act unless the expenses of such government in taking such action are funded by the United States.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
137,140,"To shift financial responsibility for providing welfare assistance to the States and shift financial responsibility for providing medical assistance under title XIX of the Social Security Act to the Federal Government, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
138,141,"To repeal the Davis-Bacon Act of 1931 to provide new job opportunities, effect significant cost savings on Federal construction contracts, promote small business participation in Federal contracting, reduce unnecessary paperwork and reporting requirements, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995",fail
139,142,"To strengthen the capacity of State and local public health agencies to carry out core functions of public health, by eliminating administrative barriers and enhancing State flexibility, and for other purposes.",fail
140,143,"To consolidate Federal employment training programs and create a new process and structure for funding the programs, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mrs. Kassebaum introduced the following bill; which was read twice and referred to the Committee on Labor and Human Resources",fail
141,144,IN THE HOUSE OF REPRESENTATIVES,fail
142,145,"To provide appropriate protection for the Constitutional guarantee of private property rights, and for other purposes.",fail
143,146,"To authorize negotiation of free trade agreements with the countries of the Americas, and for other purposes.",fail
144,147,"To amend the Internal Revenue Code of 1986 to increase the personal exemption for dependents to $5,000, and for other purposes.",fail
145,148,"To promote the integrity of investment advisers.     IN THE SENATE OF THE UNITED STATES  January 4, 1995  Mr. Gramm introduced the following bill; which was read twice and referred to the Committee on Banking, Housing, and Urban Affairs",fail
146,149,"To require a balanced Federal budget by fiscal year 2002 and each year thereafter, to protect Social Security, to provide for zero-based budgeting and decennial sunsetting, to impose spending caps on the growth of entitlements during fiscal years 1996 through 2002, and to enforce those requirements through a budget process involving the President and Congress and sequestration.",fail
147,150,"To authorize an entrance fee surcharge at the Grand Canyon National Park, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 5, 1995  Mr. McCain introduced the following bill; which was read twice and referred to the Committee on Energy and Natural Resources",fail
148,151,To reduce Federal spending by restructuring the Air Force's F-22 program to achieve initial operating capability in 2010 and a total inventory of no more than 42 aircraft in 2015.,fail
149,152,To reduce Federal spending and rapidly enhance strategic airlift by terminating the C-17 aircraft program after fiscal year 1996 and by providing for a program to meet the remaining strategic airlift requirements of the Department of Defense with nondevelopmental aircraft.,fail
150,153,To reduce Federal spending and enhance military satellite communications by reducing funds for the MILSTAR II Satellite Program and accelerating plans for deployment of the Advanced EHF Satellite/ MILSTAR III.,fail
151,154,"To prohibit the expenditure of appropriated funds on the Advanced Neutron Source.     IN THE SENATE OF THE UNITED STATES  January 5, 1995  Mr. Bumpers (for himself, Mr. Bradley, Mr. Feingold, Mr. Harkin, Mr. Kohl, Mr. Simon, and Mr. Wellstone) introduced the following bill;",fail
152,155,"To reduce Federal spending by prohibiting the backfit of Trident I ballistic missile submarines to carry D-5 Trident II submarine-launched ballistic missiles.     IN THE SENATE OF THE UNITED STATES  January 5, 1995  Mr. Bumpers (for himself, Mr. Bradley, Mr. Conrad, Mr. Feingold, Mr.",fail
153,156,To reduce Federal spending by limiting the amount of appropriations which may be available to the intelligence community for fiscal year 1996.,fail
154,157,To reduce Federal spending by prohibiting the expenditure of appropriated funds on the United States International Space Station Program.,fail
155,158,"To provide for the energy security of the Nation through encouraging the production of domestic oil and gas resources in deep water on the Outer Continental Shelf in the Gulf of Mexico, and for other purposes.",fail
156,159,"To amend the Internal Revenue Code of 1986 to allow a deduction for contributions to individual investment accounts, and for other purposes.",fail
157,160,"To impose a moratorium on immigration by aliens other than refugees, certain priority and skilled workers, and immediate relatives of United States citizens and permanent resident aliens.",fail
158,161,To amend the Internal Revenue Code of 1986 to reduce the rate of estate tax imposed on family-owned business interests.,fail
159,162,"To amend the Natural Gas Pipeline Safety Act of 1968 and the Hazardous Liquid Pipeline Safety Act of 1979 to improve natural gas and hazardous liquid pipeline safety, in response to the natural gas pipeline accident in Edison, New Jersey, and for other purposes.",fail
160,163,To amend the Congressional Budget Act of 1974 to require that the allocations of budget authority and budget outlays made by the Committee on Appropriations of each House be agreed to by joint resolution and to permit amendments that reduce appropriations to also reduce the relevant allocation and the discretionary spending limits.,fail
161,164,"To require States to consider adopting mandatory, comprehensive, Statewide one-call notification systems to protect natural gas and hazardous liquid pipelines and all other underground facilities from being damaged by excavations, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 5, 1995",fail
162,165,"To require a 60-vote supermajority in the Senate to pass any bill increasing taxes.     IN THE SENATE OF THE UNITED STATES  January 5, 1995  Mr. McCain (for himself, Mr. Mack, and Mr. Coverdell) introduced the following bill; which was read twice and referred jointly pursuant to",fail
163,166,To transfer a parcel of land to the Taos Pueblo Indians of New Mexico.,fail
164,167,"To amend the Nuclear Waste Policy Act of 1982, and for other purposes.",fail
165,168,To ensure individual and family security through health insurance coverage for all Americans.,fail
166,169,"To curb the practice of imposing unfunded Federal mandates on States and local governments; to strengthen the partnership between the Federal Government and State, local and tribal governments; to end the imposition, in the absence of full consideration by Congress, of Federal mandates on State, local, and tribal governments without adequate funding, in a manner that may displace other essential",fail
167,170,"To amend the Public Health Service Act to provide a comprehensive program for the prevention of Fetal Alcohol Syndrome, and for other purposes.",fail
168,171,"To amend title XIX of the Social Security Act to provide for coverage of alcoholism and drug dependency residential treatment services for pregnant women and certain family members under the medicaid program, and for other purposes.",fail
169,172,To authorize the Secretary of Transportation to issue a certificate of documentation for the vessel L. R. BEATTIE.,fail
170,173,"To provide for restitution of victims of crimes, and for other purposes.",fail
171,174,"To repeal the prohibitions against political recommendations relating to Federal employment and United States Postal Service employment, and for other purposes.",fail
172,175,"To amend title 4, United States Code, to declare English as the official language of the Government of the United States.",fail
173,176,To require the Secretary of the Interior to convey the Corning National Fish Hatchery to the State of Arkansas.,fail
174,177,To repeal the Ramspeck Act.,fail
175,178,"To amend the Commodity Exchange Act to extend the authorization for the Commodity Futures Trading Commission, and for other purposes.",success
176,179,"To amend the Immigration and Nationality Act to facilitate the apprehension, detention, and deportation of criminal aliens, and for other purposes.",fail
177,180,"To streamline and reform Federal job training programs to create a world-class workforce development system for the 21st century, and for other purposes.",fail
178,181,"To amend the Internal Revenue Code of 1986 to provide tax incentives to encourage small investors, and for other purposes.",fail
179,182,"To amend the Internal Revenue Code of 1986 to encourage investment in the United States by reforming the taxation of capital gains, and for other purposes.",fail
180,183,"To provide that pay for Members of Congress shall be reduced whenever total expenditures of the Federal Government exceed total receipts in any fiscal year, and for other purposes.",fail
181,184,"To establish an Office for Rare Disease Research in the National Institutes of Health, and for other purposes.",fail
182,185,"To transfer the Fish Farming Experimental Laboratory in Stuttgart, Arkansas, to the Department of Agriculture, and for other purposes.",fail
183,186,"To amend the Energy Policy and Conservation Act with respect to purchases from the Strategic Petroleum Reserve by entities in the insular areas of the United States, and for other purposes.",fail
184,187,"To provide for the safety of journeymen boxers, and for other purposes.",fail
185,188,"To establish the Great Falls Historic District in the State of New Jersey, and for other purposes.",fail
186,189,"To amend the Congressional Budget Act of 1974 to provide that any concurrent resolution on the budget that contains reconciliation directives shall include a directive with respect to the statutory limit on the public debt, and for other purposes.",fail
187,190,"To amend the Fair Labor Standards Act of 1938 to exempt employees who perform certain court reporting duties from the compensatory time requirements applicable to certain public agencies, and for other purposes.",fail
188,191,"To amend the Endangered Species Act of 1973 to ensure that constitutionally protected private property rights are not infringed until adequate protection is afforded by reauthorization of the Act, to protect against economic losses from critical habitat designation, and for other purposes.",fail
189,192,"To prohibit the use of certain assistance provided under the Housing and Community Development Act of 1974 to encourage plant closings and the resultant relocation of employment, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 11 (legislative day, January 10), 1995  Mr. Feingold (for himself and Mr. Kohl) introduced the following bill;",fail
190,193,To establish a forage fee formula on lands under the jurisdiction of the Department of Agriculture and the Department of the Interior.     IN THE SENATE OF THE UNITED STATES,fail
191,194,"To repeal the Medicare and Medicaid Coverage Data Bank, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 11 (legislative day, January 10), 1995  Mr. McCain (for himself, Mr. Hollings, Mr. Craig, Mr. Hatch, Mr. Helms, Mr. Robb, Mr. McConnell, and Mr. Coats) introduced the following bill;",fail
192,195,"To amend section 257(e) of the Balanced Budget and Emergency Deficit Control Act of 1985 to modify the treatment of losses from asset sales.     IN THE SENATE OF THE UNITED STATES  January 11 (legislative day, January 10), 1995  Mr. Murkowski introduced the following bill; which was read twice and referred jointly pursuant to the order of August 4, 1977, to the",fail
193,196,"To establish certain environmental protection procedures within the area comprising the border region between the United States and Mexico, and for other purposes.",fail
194,197,"To establish the Carl Garner Federal Lands Cleanup Day, and for other purposes.",fail
195,198,"To amend title XVIII of the Social Security Act to permit medicare select policies to be offered in all States, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 11 (legislative day, January 10), 1995  Mr. Chafee (for himself, Mrs. Feinstein, Mrs. Hutchison, Mr. Kohl, and Mr. Dorgan) introduced the following bill; which was read twice and",fail
196,199,To repeal certain provisions of law relating to trading with Indians.,fail
197,200,"To amend title 18, United States Code, to regulate the manufacture, importation, and sale of any projectile that may be used in a handgun and is capable of penetrating police body armor.     IN THE SENATE OF THE UNITED STATES  January 11 (legislative day, January 10), 1995  Mr. Bradley (for himself, Mr. Kohl, and Mr. Simon) introduced the",fail
