,bill,title,label
18,19,"To amend the Internal Revenue Code of 1986 to allow taxpayers to designate a portion of their income tax payment to provide assistance to homeless veterans, and for other purposes.",fail
19,20,To prohibit the implementation or enforcement of certain regulations.,fail
20,21,"To expand access to preventive health care services that help reduce unintended pregnancy, reduce abortions, and improve access to women's health care.",fail
21,22,"To amend title 38, United States Code, to establish a program of educational assistance for members of the Armed Forces who serve in the Armed Forces after September 11, 2001, and for other purposes.",fail
22,23,"To promote renewable fuel and energy security of the United States, and for other purposes.",fail
23,24,To amend the Safe Drinking Water Act to require a health advisory and monitoring of drinking water for perchlorate.,fail
24,25,"To amend the Federal Food, Drug, and Cosmetic Act to establish requirements for certain petitions submitted to the Food and Drug Administration, and for other purposes.",fail
25,26,"To amend the Internal Revenue Code of 1986 to establish a program demonstrating multiple approaches to Lifelong Learning Accounts, which are portable, worker-owned savings accounts that can be used by workers to help finance education, training, and apprenticeships and which are intended to supplement both public and employer-provided education and training resources, and for other purposes.",fail
26,27,To authorize the implementation of the San Joaquin River Restoration Settlement.,fail
27,28,To amend section 7209 of the Intelligence Reform and Terrorism Prevention Act of 2004 and for other purposes.,fail
28,29,To clarify the tax treatment of certain payments made to homeowners by the Louisiana Recovery Authority and the Mississippi Development Authority.,fail
29,30,"AN ACT    To intensify research to derive human pluripotent stem cell lines.  Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled,  SECTION 1. SHORT TITLE.",fail
30,31,To amend the Immigration and Nationality Act to reduce fraud in certain visa programs for aliens working temporarily in the United States.,fail
31,32,"To reform the acquisition process of the Department of Defense, and for other purposes.",fail
32,33,"IN THE HOUSE OF REPRESENTATIVES  May 23, 2007  Referred to the Committee on Education and Labor   AN ACT",fail
33,34,To promote simplification and fairness in the administration and collection of sales and use taxes.,fail
34,35,To amend section 7209 of the Intelligence Reform and Terrorism Prevention Act of 2004 and for other purposes.,fail
35,36,"To amend the Farm Security and Rural Investment Act to establish a biofuels promotion program to promote sustainable production of biofuels and biomass, and for other purposes.",fail
36,37,"To enhance the management and disposal of spent nuclear fuel and high- level radioactive waste, to assure protection of public health and safety, to ensure the territorial integrity and security of the repository at Yucca Mountain, and for other purposes.",fail
37,38,"To require the Secretary of Veterans Affairs to establish a program for the provision of readjustment and mental health services to veterans who served in Operation Iraqi Freedom and Operation Enduring Freedom, and for other purposes.",fail
38,39,"To establish a coordinated national ocean exploration program within the National Oceanic and Atmospheric Administration, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens introduced the following bill; which was read twice and",fail
39,40,"To authorize the issuance of Federal charters and licenses for carrying on the sale, solicitation, negotiation, and underwriting of insurance or any other insurance operations, to provide a comprehensive system for the Federal regulation and supervision of national insurers and national agencies, to provide for policyholder protections in the event of an insolvency or the impairment of a national insurer, and for other",fail
40,41,"To amend the Internal Revenue Code of 1986 to provide incentives to improve America's research competitiveness, and for other purposes.",fail
41,42,To make improvements to the Arctic Research and Policy Act of 1984.,fail
42,43,"To amend title II of the Social Security Act to preserve and protect Social Security benefits of American workers and to help ensure greater congressional oversight of the Social Security system by requiring that both Houses of Congress approve a totalization agreement before the agreement, giving foreign workers Social Security benefits, can go into effect.",fail
43,44,To require disclosure and payment of noncommercial air travel in the Senate.,fail
44,45,To amend title XVIII of the Social Security Act to make a technical correction in the definition of outpatient speech-language pathology services.,fail
45,46,To amend the Internal Revenue Code of 1986 to expand the permissible use of health savings accounts to include premiums for non-group high deductible health plan coverage.,fail
46,47,To establish a Law Enforcement Assistance Force in the Department of Homeland Security to facilitate the contributions of retired law enforcement officers during major disasters.,fail
47,48,To return meaning to the Fifth Amendment by limiting the power of eminent domain.,fail
48,49,"To amend the Communications Act of 1934 to prevent the carriage of child pornography by video service providers, to protect children from online predators, and to restrict the sale or purchase of children's personal information in interstate commerce.     IN THE SENATE OF THE UNITED STATES  January 4, 2007",fail
49,50,"To amend the Internal Revenue Code of 1986 to provide economic incentives for the preservation of open space and conservation of natural resources, and for other purposes.",fail
50,51,To derive human pluripotent stem cell lines using techniques that do not knowingly harm embryos.,fail
51,52,To amend the Tennessee Valley Authority Act of 1933 to increase the membership of the Board of Directors and require that each State in the service area of the Tennessee Valley Authority be represented by at least 1 member.,fail
52,53,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
53,54,To amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State medicaid programs.,fail
54,55,To amend the Internal Revenue Code of 1986 to repeal the individual alternative minimum tax.,fail
55,56,To provide relief to the Pottawatomi Nation in Canada for settlement of certain claims against the United States.,fail
56,57,"To amend title 38, United States Code, to deem certain service in the organized military forces of the Government of the Commonwealth of the Philippines and the Philippine Scouts to have been active service for purposes of benefits under programs administered by the Secretary of Veterans Affairs.",fail
57,58,To amend the Internal Revenue Code of 1986 to repeal the reduction in the deductible portion of expenses for business meals and entertainment.,fail
58,59,To amend title XIX of the Social Security Act to improve access to advanced practice nurses and physician assistants under the Medicaid Program.,fail
59,60,To amend the Public Health Service Act to provide a means for continued improvement in emergency medical services for children.,fail
60,61,"To amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",fail
61,62,To treat certain hospital support organizations as qualified organizations for purposes of determining acquisition indebtedness.,fail
62,63,To amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician.,fail
63,64,"To amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under certain programs to assist individuals in pursuing health careers and programs of grants for training projects in geriatrics, and to establish a social work training program.",fail
64,65,To modify the age-60 standard for certain pilots and for other purposes.,fail
65,66,"To require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Reid (for Mr. Inouye) introduced the following bill; which was read",fail
66,67,"To amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.     IN THE SENATE OF THE UNITED STATES  January 4, 2007",fail
67,68,For the relief of Vichai Sae Tung (also known as Chai Chaowasaree).,fail
68,69,"To authorize appropriations for the Hollings Manufacturing Extension Partnership Program, and for other purposes.",fail
69,70,"To restore the traditional day of observance of Memorial Day, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Reid (for Mr. Inouye) introduced the following bill; which was read twice and referred to the Committee on the Judiciary",fail
70,71,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Reid (for Mr. Inouye) introduced the following bill; which was read",fail
71,72,To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the medicare program.,fail
72,73,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing minimum nurse staffing ratios at certain Medicare providers, and for other purposes.",fail
73,74,"To ensure adequate funding for high-threat areas, and for other purposes.",fail
74,75,"To require the Federal Aviation Administration to finalize the proposed rule relating to the reduction of fuel tank flammability exposure, and for other purposes.",fail
75,76,"To amend section 1028 of title 18, United States Code, to prohibit the possession, transfer, or use of fraudulent travel documents.",fail
76,77,"To improve the tracking of stolen firearms and firearms used in a crime, to allow more frequent inspections of gun dealers to ensure compliance with Federal gun law, to enhance the penalties for gun trafficking, and for other purposes.",fail
77,78,For the relief of Alemseghed Mussie Tesfamical.,fail
78,79,To establish within the United States Marshals Service a short term State witness protection program to provide assistance to State and local district attorneys to protect their witnesses in homicide and major violent crime cases and to provide Federal grants for such protection.,fail
79,80,"To amend title 5, United States Code, to provide for 8 weeks of paid leave for Federal employees giving birth, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens introduced the following bill; which was read twice and referred to the Committee on Homeland Security and Governmental Affairs",fail
80,81,"To authorize the United States Department of Energy to remediate the Western New York Nuclear Service Center in the Town of Ashford, New York, and dispose of nuclear waste.",fail
81,82,"To reaffirm the authority of the Comptroller General to audit and evaluate the programs, activities, and financial transactions of the intelligence community, and for other purposes.",fail
82,83,To provide increased rail transportation security,fail
83,84,"To establish a United States Boxing Commission to administer the Act, and for other purposes.",fail
84,85,To amend the Omnibus Crime Control and Safe Streets Act of 1968 to clarify that territories and Indian tribes are eligible to receive grants for confronting the use of methamphetamine.,fail
85,86,"To designate segments of Fossil Creek, a tributary to the Verde River in the State of Arizona, as wild and scenic rivers.",fail
86,87,To permit the cancellation of certain loans under the Robert T. Stafford Disaster Relief and Emergency Assistance Act.,fail
87,88,To increase the penalty for failure to comply with lobbying disclosure requirements.,fail
88,89,To prohibit authorized committees and leadership PACs from employing the spouse or immediate family members of any candidate or Federal office holder connected to the committee.,fail
89,90,To modify the application of the Federal Election Campaign Act of 1971 to Indian tribes.,fail
90,91,To require the Congressional Budget Office and the Joint Committee on Taxation to use dynamic economic modeling in addition to static economic modeling in the preparation of budgetary estimates of proposed changes in Federal revenue law.,fail
91,92,"To amend the Communications Act of 1934 to prohibit the unlawful acquisition and use of confidential customer proprietary network information, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens (for himself, Mr. Coleman, and Mr. Vitter) introduced the",fail
92,93,To authorize NTIA to borrow against anticipated receipts of the Digital Television Transition and Public Safety Fund to initiate migration to a national IP-enabled emergency network capable of receiving and responding to all citizen activated emergency communications.     IN THE SENATE OF THE UNITED STATES,fail
93,94,"To protect the welfare of consumers by prohibiting price gouging by merchants with respect to gasoline or petroleum distillates during certain abnormal market disruptions.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens introduced the following bill; which was read twice and",fail
94,95,"To amend titles XIX and XXI of the Social Security Act to ensure that every uninsured child in America has health insurance coverage, and for other purposes.",fail
95,96,"To amend the Internal Revenue Code of 1986 to ensure a fairer and simpler method of taxing controlled foreign corporations of United States shareholders, to treat certain foreign corporations managed and controlled in the United States as domestic corporations, to codify the economic substance doctrine, and to eliminate the top corporate income tax rate, and for other purposes.",fail
96,97,To amend the Internal Revenue Code of 1986 to replace the Hope and Lifetime Learning credits with a partially refundable college opportunity credit.,fail
97,98,To foster the development of minority-owned small businesses.,fail
98,99,To amend the Internal Revenue Code of 1986 to provide a refundable credit for small business employee health insurance expenses.,fail
99,100,"To encourage the health of children in schools by promoting better nutrition and increased physical activity, and for other purposes.",fail
100,101,"To update and reinvigorate universal service provided under the Communications Act of 1934.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens (for himself, Mr. Lott, and Mrs. Hutchison) introduced the following bill; which was read twice and referred to the Committee on",fail
101,102,To amend the Internal Revenue Code of 1986 to extend and expand relief from the alternative minimum tax and to repeal the extension of the lower rates for capital gains and dividends for 2009 and 2010.,fail
102,103,To amend the Internal Revenue Code of 1986 to provide that major oil and gas companies will not be eligible for the effective rate reductions enacted in 2004 for domestic manufacturers.,fail
103,104,To amend the Ethics in Government Act of 1978 to establish criminal penalties for knowingly and willfully falsifying or failing to file or report certain information required to be reported under that Act.,fail
104,105,To prohibit the spouse of a Member of Congress previously employed as a lobbyist from lobbying the Member after the Member is elected.,fail
105,106,To amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research.,fail
106,107,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
107,108,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
108,109,To recognize the organization known as the National Academies of Practice.,fail
109,110,"To allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect, to be conducted by a clinical social worker.",fail
110,111,"To amend title 10, United States Code, to recognize the United States Military Cancer Institute as an establishment within the Uniformed Services University of the Health Sciences, to require the Institute to promote the health of members of the Armed Forces and their dependents by enhancing cancer research and treatment, to provide for a study of the epidemiological causes of cancer among various ethnic groups for",fail
111,112,To amend title XIX of the Social Security Act to provide 100 percent reimbursement for medical assistance provided to a Native Hawaiian through a federally-qualified health center or a Native Hawaiian health care system.,fail
112,113,To make appropriations for military construction and family housing projects for the Department of Defense for fiscal year 2007.,fail
113,114,To authorize resources for a grant program for local educational agencies to create innovation districts.,fail
114,115,"To suspend royalty relief, to repeal certain provisions of the Energy Policy Act of 2005, and to amend the Internal Revenue Code of 1986 to repeal certain tax incentives for the oil and gas industry.",fail
115,116,To authorize resources to provide students with opportunities for summer learning through summer learning grants.,fail
116,117,"To amend titles 10 and 38, United States Code, to improve benefits and services for members of the Armed Forces, veterans of the Global War on Terrorism, and other veterans, to require reports on the effects of the Global War on Terrorism, and for other purposes.",fail
117,118,To give investigators and prosecutors the tools they need to combat public corruption.,fail
118,119,"To prohibit profiteering and fraud relating to military action, relief, and reconstruction efforts, and for other purposes.",fail
119,120,"To establish a grant program for individuals still suffering health effects as a result of the September 11, 2001, attacks in New York City and at the Pentagon.",fail
120,121,To provide for the redeployment of United States forces from Iraq.,fail
121,122,"To amend the Trade Act of 1974 to extend benefits to service sector workers and firms, enhance certain trade adjustment assistance authorities, and for other purposes.",fail
122,123,"To authorize the project for hurricane and storm damage reduction, Morganza to the Gulf of Mexico, Louisiana.",fail
123,124,To provide certain counties with the ability to receive television broadcast signals of their choice.,fail
124,125,To establish the Granada Relocation Center National Historic Site as an affiliated unit of the National Park System.,fail
125,126,"To modify the boundary of Mesa Verde National Park, and for other purposes.",fail
126,127,To amend the Great Sand Dunes National Park and Preserve Act of 2000 to explain the purpose and provide for the administration of the Baca National Wildlife Refuge.,fail
127,128,"To amend the Cache La Poudre River Corridor Act to designate a new management entity, make certain technical and conforming amendments, enhance private property protections, and for other purposes.",fail
128,129,To study and promote the use of energy-efficient computer servers in the United States.,fail
129,130,To amend title XVIII of the Social Security Act to extend reasonable cost contracts under Medicare.,fail
130,131,To extend for 5 years the Mark-to-Market program of the Department of Housing and Urban Development.,fail
131,132,To end the trafficking of methamphetamines and precursor chemicals across the United States and its borders.,fail
132,133,"To promote the national security and stability of the economy of the United States by reducing the dependence of the United States on oil through the use of alternative fuels and new technology, and for other purposes.",fail
133,134,"To authorize the construction of the Arkansas Valley Conduit in the State of Colorado, and for other purposes.",fail
134,135,"To authorize the Secretary of the Army to acquire land for the purpose of expanding Pinon Canyon Maneuver Site, and for other purposes.",fail
135,136,To expand the National Domestic Preparedness Consortium to include the Transportation Technology Center.,fail
136,137,To amend title XVIII of the Social Security Act to provide additional beneficiary protections.,fail
137,138,To amend the Internal Revenue Code of 1986 to apply the joint return limitation for capital gains exclusion to certain post-marriage sales of principal residences by surviving spouses.,fail
138,139,To expedite review by the Supreme Court of the warrantless electronic surveillance program of the National Security Agency.,fail
139,140,To amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services.,fail
140,141,"To amend the Internal Revenue Code of 1986 to permanently increase the maximum annual contribution allowed to be made to Coverdell education savings accounts, and to provide for a deduction for contributions to education savings accounts.",fail
141,142,To amend title XXI of the Social Security Act to allow qualifying States to use all or any portion of their allotments under the State Children's Health Insurance Program for certain Medicaid expenditures.,fail
142,143,To amend the Internal Revenue Code of 1986 to make permanent the deduction of State and local general sales taxes.,fail
143,144,To provide Federal coordination and assistance in preventing gang violence.,fail
144,145,To make funds available for Pacific Salmon emergency disaster assistance.,fail
145,146,"To require the Federal Government to purchase fuel efficient automobiles, and for other purposes.",fail
146,147,"To empower women in Afghanistan, and for other purposes.",fail
147,148,"To establish the Paterson Great Falls National Park in the State of New Jersey, and for other purposes.",fail
148,149,To address the effect of the death of a defendant in Federal criminal proceedings.,fail
149,150,"To amend the Safe Drinking Water Act to protect the health of pregnant women, fetuses, infants, and children by requiring a health advisory and drinking water standard for perchlorate.",fail
150,151,"To permanently prohibit oil and gas leasing off the coast of the State of California, and for other purposes.",fail
151,152,To amend the Elementary and Secondary Education Act of 1965 to establish a program to help States expand the education system to include at least 1 year of early education preceding the year a child enters kindergarten.,fail
152,153,To provide for the monitoring of the long-term medical health of firefighters who responded to emergencies in certain disaster areas and for the treatment of such firefighters.,fail
153,154,To promote coal-to-liquid fuel activities.,fail
154,155,To promote coal-to-liquid fuel activities.,fail
155,156,To make the moratorium on Internet access taxes and multiple and discriminatory taxes on electronic commerce permanent.,fail
156,157,To permanently increase the maximum annual contribution allowed to be made to Coverdell education savings accounts.,fail
157,158,To expand access to affordable health care and to strengthen the health care safety net and make health care services more available in rural and underserved areas.,fail
158,159]>>,Be it enacted by the Senate and House of Representatives of the,fail
159,160,To provide compensation to the Lower Brule and Crow Creek Sioux Tribes of South Dakota for damage to tribal land caused by Pick-Sloan projects along the Missouri River.,fail
160,161,"To amend title 38, United States Code, to provide for annual cost-of- living adjustments to be made automatically by law each year in the rates of disability compensation for veterans with service-connected disabilities and the rates of dependency and indemnity compensation for survivors of certain service-connected disabled veterans.",fail
161,162,"To amend the Internal Revenue Code of 1986 to modify the alcohol credit and the alternative fuel credit, to amend the Clean Air Act to promote the installation of fuel pumps for E-85 fuel, to amend title 49 of the United States Code to require the manufacture of dual fueled automobiles, and for other purposes.",fail
162,163,"To improve the disaster loan program of the Small Business Administration, and for other purposes.",fail
163,164,To modernize the education system of the United States.,fail
164,165,To require the Secretary of Agriculture to provide compensation for certain livestock losses.,fail
165,166,To restrict any State from imposing a new discriminatory tax on cell phone services.,fail
166,167,"To amend the Clean Air Act to require the Secretary of Energy to provide grants to eligible entities to carry out research, development, and demonstration projects of cellulosic ethanol and construct infrastructure that enables retail gas stations to dispense cellulosic ethanol for vehicle fuel to reduce the consumption of petroleum-based fuel.",fail
167,168,To direct the Secretary of Veterans Affairs to establish a national cemetery for veterans in the Pikes Peak Region of Colorado.,fail
168,169,"To amend the National Trails System Act to clarify Federal authority relating to land acquisition from willing sellers for the majority of the trails in the System, and for other purposes.",fail
169,170,To amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services.,fail
170,171,"To designate the facility of the United States Postal Service located at 301 Commerce Street in Commerce, Oklahoma, as the ``Mickey Mantle Post Office Building''.",success
171,172,To prohibit Federal funding for the Organisation for Economic Co- operation and Development.,fail
172,173,To amend title XVIII of the Social Security Act to establish Medicare Health Savings Accounts.,fail
173,174,To amend the Head Start Act to require parental consent for nonemergency intrusive physical examinations.,fail
174,175,To provide for a feasibility study of alternatives to augment the water supplies of the Central Oklahoma Master Conservancy District and cities served by the District.,fail
175,176,To amend the Internal Revenue Code of 1986 to permanently extend the Indian employment credit and the depreciation rules for property used predominantly within an Indian reservation.,fail
176,177,"To authorize the Secretary of the Interior to convey to the McGee Creek Authority certain facilities of the McGee Creek Project, Oklahoma, and for other purposes.",fail
177,178,To protect freedom of speech exercisable by houses of worship or meditation and affiliated organizations.,fail
178,179,"To amend title 10, United States Code, to establish the position of Deputy Secretary of Defense for Management, and for other purposes.",fail
179,180,To provide a permanent deduction for State and local general sales taxes.,fail
180,181,To provide permanent tax relief from the marriage penalty.,fail
181,182,"To authorize the Attorney General to make grants to improve the ability of State and local governments to prevent the abduction of children by family members, and for other purposes.",fail
182,183,"To require the establishment of a corporate average fuel economy standard for passenger automobiles of 40 miles per gallon by 2017, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Stevens introduced the following bill; which was read twice and",fail
183,184,"To provide improved rail and surface transportation security.     IN THE SENATE OF THE UNITED STATES  January 4, 2007  Mr. Inouye (for himself, Mr. Stevens, Mr. Lautenberg, Ms. Snowe, Mr. Rockefeller, Mr. Kerry, Mr. Lieberman, Mrs. Boxer, Mr. Pryor, Mr. Carper, Mr. Biden, Mr. Baucus, Mrs. Clinton, and Mr. Schumer)",fail
184,185,To restore habeas corpus for those detained by the United States.,fail
185,186,To provide appropriate protection to attorney-client privileged communications and attorney work product.,fail
186,187,"To provide sufficient resources to permit electronic surveillance of United States persons for foreign intelligence purposes to be conducted pursuant to individualized court-issued orders for calls originating in the United States, to provide additional resources to enhance oversight and streamline the procedures of the Foreign Intelligence Surveillance Act of 1978, to ensure review of the Terrorist Surveillance Program by",fail
187,188,"To revise the short title of the Fannie Lou Hamer, Rosa Parks, and Coretta Scott King Voting Rights Act Reauthorization and Amendments Act of 2006.",success
188,189,To decrease the matching funds requirement and authorize additional appropriations for Keweenaw National Historical Park in the State of Michigan.,fail
189,190,To provide a technical correction to the Pension Protection Act of 2006.,fail
190,191,To provide pension relief for all air carriers with pension plans that are not frozen pension plans.,fail
191,192,"To provide greater transparency with respect to lobbying activities, and for other purposes.",fail
192,193,"To increase cooperation on energy issues between the United States Government and foreign governments and entities in order to secure the strategic and economic interests of the United States, and for other purposes.",fail
193,194,"To designate the facility of the United States Postal Service located at 1300 North Frontage Road West in Vail, Colorado, as the ``Gerald R. Ford, Jr. Post Office Building''.",fail
194,195,"To amend the Federal Crop Insurance Act to establish permanent authority for the Secretary of Agriculture to quickly provide disaster relief to agricultural producers that incur crop or livestock losses as a result of damaging weather or related condition in federally declared disaster areas, and for other purposes.",fail
195,196,"To amend title 5, United States Code, to deny Federal retirement benefits to individuals convicted of certain offenses, and for other purposes.",fail
196,197,IN THE HOUSE OF REPRESENTATIVES,fail
197,198,To improve authorities to address urgent nonproliferation crises and United States nonproliferation operations.,fail
198,199,To amend the Safe Drinking Water Act Amendments of 1996 to modify the grant program to improve sanitation in rural and Native villages in the State of Alaska.,fail
199,200,"To require the Secretary of the Interior, acting through the Bureau of Reclamation and the United States Geological Survey, to conduct a study on groundwater resources in the State of Alaska, and for other purposes.",fail
200,201,"To establish a grant program for individuals still suffering health effects as a result of the September 11, 2001, attacks in New York City and at the Pentagon.",fail
201,202,"To provide for the conveyance of certain Forest Service land to the city of Coffman Cove, Alaska.",fail
202,203,"To provide equitable treatment for the people of the Village Corporation established for the Native Village of Saxman, Alaska, and for other purposes.",fail
203,204,"For the relief of Ziad Mohamed Shaban Khweis, Heyam Ziad Khweis, and Juman Ziad Khweis.",fail
204,205,To grant rights-of-way for electric transmission lines over certain Native allotments in the State of Alaska.,fail
205,206,To amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.,fail
206,207,To amend the Internal Revenue Code of 1986 to allow taxpayers to designate part or all of any income tax refund to support reservists and National Guard members.,fail
207,208,For the relief of Luay Lufti Hadad.,fail
208,209,For the relief of Marcos Antonio Sanchez-Diaz.,fail
209,210,"For the relief of Anton Dodaj, Gjyljana Dodaj, Franc Dodaj, and Kristjan Dodaj.",fail
210,211,"To facilitate nationwide availability of 2-1-1 telephone service for information and referral on human services, volunteer services, and for other purposes.",fail
211,212,"For the relief of Perlat Binaj, Almida Binaj, Erina Binaj, and Anxhela Binaj.",fail
212,213,"For the relief of Mohamad Derani, Maha Felo Derani, and Tarek Derani.",fail
213,214,"To amend chapter 35 of title 28, United States Code, to preserve the independence of United States attorneys.",success
214,215,To amend the Communications Act of 1934 to ensure net neutrality.,fail
215,216,To provide for the exchange of certain Federal land in the Santa Fe National Forest and certain non-Federal land in the Pecos National Historical Park in the State of New Mexico.,fail
216,217,"To require the United States Trade Representative to initiate a section 301 investigation into abuses by the Australian Wheat Board with respect to the United Nations Oil-for-Food Programme, and for other purposes.",fail
217,218,To amend the Internal Revenue Code of 1986 to modify the income threshold used to calculate the refundable portion of the child tax credit.,fail
218,219,"To designate the facility of the United States Postal Service located at 152 North 5th Street in Laramie, Wyoming, as the ``Gale W. McGee Post Office''.",fail
219,220,To authorize early repayment of obligations to the Bureau of Reclamation within the A & B Irrigation District in the State of Idaho.,fail
220,221,"To amend title 9, United States Code, to provide for greater fairness in the arbitration process relating to livestock and poultry contracts.",fail
221,222,"To amend the Haitian Hemispheric Opportunity through Partnership Encouragement Act of 2006 to extend the date for the President to determine if Haiti meets certain requirements, and for other purposes.",fail
222,223,"To require Senate candidates to file designations, statements, and reports in electronic form.",fail
223,224,"To create or adopt, and implement, rigorous and voluntary American education content standards in mathematics and science covering kindergarten through grade 12, to provide for the assessment of student proficiency benchmarked against such standards, and for other purposes.",fail
224,225,"To amend title 38, United States Code, to expand the number of individuals qualifying for retroactive benefits from traumatic injury protection coverage under Servicemembers' Group Life Insurance.",fail
225,226,To direct the Inspector General of the Department of Justice to submit semi-annual reports regarding settlements relating to false claims and fraud against the Federal Government.,fail
226,227,To establish the Granada Relocation Center National Historic Site as an affiliated unit of the National Park System.,fail
227,228,"To establish a small business child care grant program, and for other purposes.",fail
228,229,"To redesignate a Federal building in Albuquerque, New Mexico, as the ``Raymond G. Murphy Department of Veterans Affairs Medical Center''.",success
229,230,To provide greater transparency in the legislative process.,fail
230,231,To authorize the Edward Byrne Memorial Justice Assistance Grant Program at fiscal year 2006 levels through 2012.,success
231,232,To make permanent the authorization for watershed restoration and enhancement agreements.,fail
232,233,"To prohibit the use of funds for an escalation of United States military forces in Iraq above the numbers existing as of January 9, 2007.",fail
233,234,To require the FCC to issue a final order regarding television white spaces.,fail
234,235,"To authorize the Secretary of the Interior to convey certain buildings and lands of the Yakima Project, Washington, to the Yakima-Tieton Irrigation District.",fail
235,236,To require reports to Congress on Federal agency use of data mining.,fail
236,237,"To improve agricultural job opportunities, benefits, and security for aliens in the United States and for other purposes.",fail
237,238,"To amend title 18, United States Code, to limit the misuse of Social Security numbers, to establish criminal penalties for such misuse, and for other purposes.",fail
238,239,"To require Federal agencies, and persons engaged in interstate commerce, in possession of data containing sensitive personally identifiable information, to disclose any breach of such information.",fail
239,240,To reauthorize and amend the National Geologic Mapping Act of 1992.,fail
