,bill,title,label
46,47,To establish a commission to study the impact on voter turnout of making the deadline for filing federal income tax returns conform to the date of federal elections.,fail
47,48,To amend the Federal Meat Inspection Act and the Poultry Products Inspection Act to provide for improved public health and food safety through enhanced enforcement.,fail
48,49,"To amend the wetlands regulatory program under the Federal Water Pollution Control Act to provide credit for the low wetlands loss rate in Alaska and recognize the significant extent of wetlands conservation in Alaska, to protect Alaskan property owners, and to ease the burden on overly regulated Alaskan cities, boroughs, municipalities, and villages.",fail
49,50,To improve options for excellence in education.,fail
50,51,"To reauthorize the Federal programs to prevent violence against women, and for other purposes.",fail
51,52,To provide a direct check for education.,fail
52,53,"To amend the Internal Revenue Code of 1986 to provide a reduction in the capital gain rates for all taxpayers and a partial dividend income exclusion for individuals, and for other purposes.",fail
53,54,To amend the Internal Revenue Code of 1986 to repeal the corporate alternative minimum tax.,fail
54,55,"To amend the Internal Revenue Code of 1986 to limit the tax rate for certain small businesses, and for other purposes.",fail
55,56,To repeal the Federal estate and gift taxes and the tax on generation- skipping transfers.,fail
56,57,"To amend title 5, United States Code, to provide for the establishment of a program under which long-term care insurance is made available to Federal employees and annuitants, and for other purposes.",fail
57,58,"To amend the Communications Act of 1934 to improve protections against telephone service ``slamming'' and provide protections against telephone billing ``cramming'', to provide the Federal Trade Commission jurisdiction over unfair and deceptive trade practices of telecommunications carriers, and for other purposes.",fail
58,59,"To provide Governmentwide accounting of regulatory costs and benefits, and for other purposes.",fail
59,60,To amend the Internal Revenue Code of 1986 to provide equitable treatment for contributions by employees to pension plans.,fail
60,61,To amend the Tariff Act of 1930 to eliminate disincentives to fair trade conditions.,fail
61,62,To amend the Internal Revenue Code of 1986 to provide for the rollover of gain from the sale of farm assets into an individual retirement account.,fail
62,63,"To amend the Internal Revenue Code of 1986 to provide a credit against tax for employers who provide child care assistance for dependents of their employees, and for other purposes.",fail
63,64,"To amend section 313 of the Tariff Act of 1930 to allow duty drawback for grape juice concentrates, regardless of color or variety.",fail
64,65,"To apply the rates of duty effective after December 31, 1994, to certain water resistant wool trousers that were entered, or withdrawn from warehouse for consumption, after December 31, 1988, and before January 1, 1995.",fail
65,66,"To establish the Kate Mullany National Historic Site in the State of New York, and for other purposes.",fail
66,67,"To designate the headquarters building of the Department of Housing and Urban Development in Washington, District of Columbia, as the ``Robert C. Weaver Federal Building''.",success
67,68,"For the relief of Dr. Yuri F. Orlov of Ithaca, New York.",fail
68,69,To make available funds under the Foreign Assistance Act of 1961 to provide scholarships for nationals of any of the independent states of the former Soviet Union to undertake doctoral graduate study in the social sciences.,fail
69,70,To require the establishment of a Federal task force on Regional Threats to International Security.,fail
70,71,"To amend title 38, United States Code, to establish a presumption of service-connection for certain veterans with Hepatitis C, and for other purposes.",fail
71,72,"To amend title 38, United States Code, to restore the eligibility of veterans for benefits resulting from injury or disease attributable to the use of tobacco products during a period of military service, and for other purposes.",fail
72,73,To make available funds under the Mutual Educational and Cultural Exchange Act of 1961 to provide Fulbright scholarships for Cuban nationals to undertake graduate study in the social sciences.,fail
73,74,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",fail
74,75,To repeal the Federal estate and gift taxes and the tax on generation- skipping transfers.,fail
75,76,To phase-out and repeal the Federal estate and gift taxes and the tax on generation-skipping transfers.,fail
76,77,To increase the unified estate and gift tax credit to exempt small businesses and farmers from estate taxes.,fail
77,78,"To amend the Internal Revenue Code of 1986 to increase the gift tax exclusion to $25,000.",fail
78,79,"To amend the Federal Election Campaign Act of 1971 to require disclosure of certain disbursements made for electioneering communications, and for other purposes.",fail
79,80,"To establish the position of Assistant United States Trade Representative for Small Business, and for other purposes.",fail
80,81,To authorize the Federal Aviation Administration to establish rules governing park overflights.,fail
81,82,"To authorize appropriations for the Federal Aviation Administration, and for other purposes.",fail
82,83,"To consolidate and revise the authority of the Secretary of Agriculture relating to plant protection and quarantine, and for other purposes.",fail
83,84,To amend the Internal Revenue Code of 1986 to provide exemptions from taxation with respect to public safety officers killed in the line of duty.,fail
84,85,To amend the Internal Revenue Code of 1986 to reduce the tax on vaccines to 25 cents per dose.,fail
85,86,"To amend the Social Security Act to establish a Ticket to Work and Self-Sufficiency Program in the Social Security Administration to provide beneficiaries with disabilities meaningful opportunities to work, to extend Medicare coverage for such beneficiaries, and to make additional miscellaneous amendments relating to Social Security.",fail
86,87,"To amend the Internal Revenue Code of 1986 to provide that the exclusion from gross income for foster care payments shall also apply to payments by qualifying placement agencies, and for other purposes.",fail
87,88,To amend title XIX of the Social Security Act to exempt disabled individuals from being required to enroll with a managed care entity under the medicaid program.,fail
88,89,"To state the policy of the United States with respect to certain activities of the People's Republic of China, to impose certain restrictions and limitations on activities of and with respect to the People's Republic of China, and for other purposes.",fail
89,90,To establish reform criteria to permit payment of United States arrearages in assessed contributions to the United Nations.,fail
90,91,To restrict intelligence sharing with the United Nations.,fail
91,92,[Report No. 106-12]   A BILL  To provide for a biennial budget process and a biennial appropriations process and to enhance oversight and the performance of the Federal,fail
92,93,To improve and strengthen the budget process.,fail
93,94,To repeal the telephone excise tax.,fail
94,95,To amend the Communications Act of 1934 to ensure that public availability of information concerning stocks traded on an established stock exchange continues to be freely and readily available to the public through all media of mass communication.,fail
95,96,To regulate commerce between and among the several States by providing for the orderly resolution of disputes arising out of computer-based problems related to processing data that includes a 2-digit expression of the year's date.,fail
96,97,To require the installation and use by schools and libraries of a technology for filtering or blocking material on the Internet on computers with Internet access to be eligible to receive or retain universal service assistance.,fail
97,98,"To authorize appropriations for the Surface Transportation Board for fiscal years 1999, 2000, 2001, and 2002, and for other purposes.",fail
98,99,To provide for continuing appropriations in the absence of regular appropriations for fiscal year 2000.,fail
99,100,To grant the power to the President to reduce budget authority.,fail
100,101,"To promote trade in United States agricultural commodities, livestock, and value-added products, and to prepare for future bilateral and multilateral trade negotiations.",fail
101,102,"To provide that the Secretary of the Senate and the Clerk of the House of Representatives shall include an estimate of Federal retirement benefits for each Member of Congress in their semiannual reports, and for other purposes.",fail
102,103,To amend the Internal Revenue Code of 1986 to eliminate the temporary increase in unemployment tax.,fail
103,104,To provide for continuing appropriations in the absence of regular appropriations.,fail
104,105,"To deauthorize certain portions of the project for navigation, Bass Harbor, Maine.",fail
105,106,"To amend the Water Resources Development Act of 1996 to deauthorize the remainder of the project at East Boothbay Harbor, Maine.",fail
106,107,"To deauthorize the project for navigation, Boothbay Harbor, Maine.",fail
107,108,"To modify, and to deauthorize certain portions of, the project for navigation at Wells Harbor, Maine.",fail
108,109,To improve protection and management of the Chattahoochee River National Recreation Area in the State of Georgia.,fail
109,110,To amend title XIX of the Social Security Act to provide medical assistance for breast and cervical cancer-related treatment services to certain women screened and found to have breast or cervical cancer under a federally funded screening program.,fail
110,111,"To authorize negotiation for the accession of Chile to the North American Free Trade Agreement, and for other purposes.",fail
111,112,"To authorize negotiation of free trade agreements with the countries of the Americas, and for other purposes.",fail
112,113,"To increase the criminal penalties for assaulting or threatening Federal judges, their family members, and other public servants, and for other purposes.",fail
113,114,"To amend title VII of the Public Health Service Act to revise and extend certain programs relating to the education of individuals as health professionals, and for other purposes.",fail
114,115,To require that health plans provide coverage for a minimum hospital stay for mastectomies and lymph node dissection for the treatment of breast cancer and coverage for secondary consultations.,fail
115,116,"To establish a training voucher system, and for other purposes.",fail
116,117,To permit individuals to continue health plan coverage of services while participating in approved clinical studies.,fail
117,118,"To amend the Public Health Service Act to provide, with respect to research on breast cancer, for the increased involvement of advocates in decisionmaking at the National Cancer Institute.",fail
118,119,"To establish a Northern Border States-Canada Trade Council, and for other purposes.",fail
119,120,"To amend title II of the Trade Act of 1974 to clarify the definition of domestic industry and to include certain agricultural products for purposes of providing relief from injury caused by import competition, and for other purposes.",fail
120,121,"To amend certain Federal civil rights statutes to prevent the involuntary application of arbitration to claims that arise from unlawful employment discrimination based on race, color, religion, sex, national origin, age, or disability, and for other purposes.",fail
121,122,"To amend title 37, United States Code, to ensure equitable treatment of members of the National Guard and the other reserve components of the United States with regard to eligibility to receive special duty assignment pay; and for other purposes.",fail
122,123,To phase out Federal funding of the Tennessee Valley Authority.,fail
123,124,"To amend the Agricultural Adjustment Act to prohibit the Secretary of Agriculture from basing minimum prices for Class I milk on the distance or transportation costs from any location that is not within a marketing area, except under certain circumstances, and for other purposes.",fail
124,125,To reduce the number of executive branch political appointees.,fail
125,126,To terminate the Uniformed Services University of the Health Sciences.,fail
126,127,To amend the Agricultural Market Transition Act to prohibit the Secretary of Agriculture from including any storage charges in the calculation of loan deficiency payments or loans made to producers for loan commodities.,fail
127,128,To terminate operation of the Extremely Low Frequency Communication System of the Navy.,fail
128,129,To terminate the F/A-18E/F aircraft program.,fail
129,130,"To amend the Internal Revenue Code of 1986 to make the dependent care credit refundable, and for other purposes.",fail
130,131,To amend the Internal Revenue Code of 1986 to allow a deduction from gross income for home care and adult day and respite care expenses of individual taxpayers with respect to a dependent of the taxpayer who suffers from Alzheimer's disease or related organic brain disorders.,fail
131,132,To amend the Internal Revenue Code of 1986 to provide comprehensive pension protection for women.,fail
132,133,For the relief of Benjamin M. Banfro.,fail
133,134,To direct the Secretary of the Interior to study whether the Apostle Islands National Lakeshore should be protected as a wilderness area.,fail
134,135,"To amend the Internal Revenue Code of 1986 to increase the deduction for health insurance costs of self-employed individuals, and for other purposes.",fail
135,136,To provide for teacher excellence and classroom help.,fail
136,137,To amend the Internal Revenue Code of 1986 to repeal the increase in tax on social security benefits.,fail
137,138,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for expenses of attending elementary and secondary schools and for contributions to charitable organizations which provide scholarships for children to attend such schools.,fail
138,139,To grant the power to the President to reduce budget authority.,fail
139,140,"To establish the Thomas Cole National Historic Site in the State of New York as an affiliated area of the National Park System, and for other purposes.",fail
140,141,"To amend section 845 of title 18, United States Code, relating to explosive materials.",fail
141,142,"To amend section 842 of title 18, United States Code, relating to recordkeeping requirements for explosive materials transfers.",fail
142,143,To amend the Professional Boxing Safety Act of 1996 to standardize the physical examinations that each boxer must take prior to each professional boxing match and to require a brain CAT scan every 2 years as a requirement for the licensing of a boxer.,fail
143,144,To require the Secretary of the Interior to review the suitability for inclusion in the National Wilderness Preservation System of the Everglades expansion area.,fail
144,145,To control crime by requiring mandatory victim restitution.,fail
145,146,"To amend the Controlled Substances Act with respect to penalties for crimes involving cocaine, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 19, 1999  Mr. Abraham (for himself, Mr. Allard, Mrs. Feinstein, Mr. Hatch, Mr. Thurmond, Mr. Helms, Mr. Kyl, Mr. Hutchinson, Mr. Grams, Mr. Enzi, Mr.",fail
146,147,"To provide for a reduction in regulatory costs by maintaining Federal average fuel economy standards applicable to automobiles in effect at current levels until changed by law, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 19, 1999  Mr. Abraham (for himself, Mr. Levin, Mr. Ashcroft, and Mr. DeWine)",fail
147,148,To require the Secretary of the Interior to establish a program to provide assistance in the conservation of neotropical migratory birds.,success
148,149,"To amend chapter 44 of title 18, United States Code, to require the provision of a child safety lock in connection with the transfer of a handgun.",fail
149,150,"For the relief of Marina Khalina and her son, Albert Miftakhov.",success
150,151,"To amend the International Maritime Satellite Telecommunications Act to ensure the continuing provision of certain global satellite safety services after the privatization of the business operations of the International Mobile Satellite Organization, and for other purposes.",fail
151,152,"To amend the Internal Revenue Code of 1986 to increase the tax on handgun ammunition, to impose the special occupational tax and registration requirements on importers and manufacturers of handgun ammunition, and for other purposes.",fail
152,153,"To prohibit the use of certain ammunition, and for other purposes.",fail
153,154,"To amend title 18, United States Code, with respect to the licensing of ammunition manufacturers, and for other purposes.",fail
154,155,"To provide for the collection and dissemination of information on injuries, death, and family dissolution due to bullet-related violence, to require the keeping of records with respect to dispositions of ammunition, and to increase taxes on certain bullets.",fail
155,156,"To amend chapter 44 of title 18, United States Code, to prohibit the manufacture, transfer, or importation of .25 caliber and .32 caliber and 9 millimeter ammunition.",fail
156,157,"To amend the Internal Revenue Code of 1986 to tax 9 millimeter, .25 caliber, and .32 caliber bullets.",fail
157,158,"To amend title 18, United States Code, to regulate the manufacture, importation, and sale of ammunition capable of piercing police body armor.",fail
158,159,"To amend chapter 121 of title 28, United States Code, to increase fees paid to Federal jurors, and for other purposes.",fail
159,160,To authorize the Architect of the Capitol to develop and implement a plan to improve the Capitol grounds through the elimination and modification of space allocated for parking.,fail
160,161,"To provide for a transition to market-based rates for power sold by the Federal Power Marketing Administrations and the Tennessee Valley Authority, and for other purposes.",fail
161,162,"To amend the Internal Revenue Code of 1986 to change the determination of the 50,000-barrel refinery limitation on oil depletion deduction from a daily basis to an annual average daily basis.",fail
162,163,To amend the Internal Revenue Code of 1986 to allow certain coins to be acquired by individual retirement accounts and other individually directed pension plan accounts.,fail
163,164,To improve mathematics and science instruction.,fail
164,165,To require the Secretary of Education to correct poverty data to account for cost of living differences.,fail
165,166,To require the Secretary of Commerce to determine any surpluses or shortfalls in certain grant amounts made available to States by reason of an undercount in the most recent decennial census conducted by the Bureau of the Census.,fail
166,167,"To extend the authorization for the Upper Delaware Citizens Advisory Council and to authorize construction and operation of a visitor center for the Upper Delaware Scenic and Recreational River, New York and Pennsylvania.",fail
167,168,"For the relief of Thomas J. Sansone, Jr.",fail
168,169,"To improve pay, retirement, and educational assistance benefits for members of the Armed Forces; and for other purposes.",fail
169,170,To permit revocation by members of the clergy of their exemption from Social Security coverage.,fail
170,171,To amend the Clean Air Act to limit the concentration of sulfur in gasoline used in motor vehicles.,fail
171,172,"To reduce acid deposition under the Clean Air Act, and for other purposes.",fail
172,173,To amend the Immigration and Nationality Act to revise amendments made by the Illegal Immigration Reform and Immigrant Responsibility Act.,fail
173,174,To provide funding for States to correct Y2K problems in computers that are used to administer State and local government programs.,fail
174,175,"To repeal the habeas corpus requirement that a Federal court defer to State court judgments and uphold a conviction regardless of whether the Federal court believes that the State court erroneously interpreted constitutional law, except in cases where the Federal court believes the State court acted in an unreasonable manner.",fail
175,176,"To direct the Secretary of the Interior to conduct a study of alternatives for commemorating and interpreting the history of the Harlem Renaissance, and for other purposes.",fail
176,177,For the relief of Donald C. Pence.,fail
177,178,To amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research.,fail
178,179,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
179,180,To amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State Medicaid programs.,fail
180,181,"To amend title XVIII of the Social Security Act to remove the restriction that a professional psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician, and for other purposes.",fail
181,182,"To amend title 5, United States Code, to require the issuance of a prisoner-of-war medal to civilian employees of the Federal Government who are forcibly detained or interned by an enemy government or a hostile force under wartime conditions.",fail
182,183,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores.",fail
183,184,"To convert a temporary Federal judgeship in the district of Hawaii to a permanent judgeship, to authorize an additional permanent judgeship in the district of Hawaii, extend statutory authority for magistrate positions in Guam and the Northern Mariana Islands, and for other purposes.",fail
184,185,To establish a Chief Agricultural Negotiator in the Office of the United States Trade Representative.,fail
185,186,"To provide for the reorganization of the Ninth Circuit Court of Appeals, and for other purposes.",fail
186,187,"To give customers notice and choice about how their financial institutions share or sell their personally identifiable sensitive financial information, and for other purposes.",fail
187,188,To amend the Federal Water Pollution Control Act to authorize the use of State revolving loan funds for construction of water conservation and quality improvements.,fail
188,189,To restore the traditional day of observance of Memorial Day.,fail
189,190,"To amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.",fail
190,191,To require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.,fail
191,192,To amend the Fair Labor Standards Act of 1938 to increase the Federal minimum wage.,fail
192,193,To apply the same quality and safety standards to domestically manufactured handguns that are currently applied to imported handguns.,fail
193,194,"To amend the Internal Revenue Code of 1986 to allow the first $2,000 of health insurance premiums to be fully deductible.",fail
194,195,To amend the Internal Revenue Code of 1986 to permanently extend the research credit.,fail
195,196,To amend the Internal Revenue Code of 1986 to waive in the case of multiemployer plans the section 415 limit on benefits to the participant's average compensation for his high 3 years.,fail
196,197,"To amend the Outer Continental Shelf Lands Act to direct the Secretary of the Interior to cease mineral leasing activity on the outer Continental Shelf seaward of a coastal State that has declared a moratorium on mineral exploration, development, or production activity in State water.",fail
197,198,To amend the Public Health Service Act to provide for the training of health professions students with respect to the identification and referral of victims of domestic violence.,fail
198,199,"For the relief of Alexandre Malofienko, Olga Matsko, and their son, Vladimir Malofienko.",fail
199,200,To amend the Internal Revenue Code of 1986 to increase the years for carryback of net operating losses for certain farm losses.,fail
200,201,"To amend the Family and Medical Leave Act of 1993 to apply the Act to a greater percentage of the United States workforce, and for other purposes.",fail
201,202,"To amend title XVIII of the Social Security Act and the Employee Retirement Income Security Act of 1974 to improve access to health insurance and medicare benefits for individuals ages 55 to 65, and for other purposes.",fail
202,203,To amend title XIX of the Social Security Act to provide for an equitable determination of the Federal medical assistance percentage.,fail
203,204,"To amend chapter 5 of title 13, United States Code, to require that any data relating to the incidence of poverty produced or published by the Secretary of Commerce for subnational areas is corrected for differences in the cost of living in those areas.",fail
204,205,"To establish a Federal Commission on Statistical Policy to study the reorganization of the Federal statistical system, to provide uniform safeguards for the confidentiality of information acquired for exclusively statistical purposes, and to improve the efficiency of Federal statistical programs and the quality of Federal statistics by permitting limited sharing of records among designated agencies for",fail
205,206,"To amend title XXI of the Social Security Act to provide for improved data collection and evaluations of State Children's Health Insurance Programs, and for other purposes.",fail
206,207,To amend title V of the Social Security Act to increase the authorization of appropriations for the maternal and child health services block grant and to promote integrated physical and specialized mental health services for children and adolescents.,fail
207,208,To enhance family life.,fail
208,209,To prohibit States from imposing a family cap under the program of temporary assistance to needy families.,fail
209,210,"To establish a medical education trust fund, and for other purposes.",fail
210,211,"To amend the Internal Revenue Code of 1986 to make permanent the exclusion for employer-provided educational assistance programs, and for other purposes.",fail
211,212,"To amend the Internal Revenue Code of 1986 to extend the economic activity credit for Puerto Rico, and for other purposes.",fail
212,213,"To amend the Internal Revenue Code of 1986 to repeal the limitation of the cover over of tax on distilled spirits, and for other purposes.",fail
213,214,To amend the Internal Revenue Code of 1986 to extend the research and development tax credit to research in the Commonwealth of Puerto Rico and the possessions of the United States.,fail
214,215,To amend title XXI of the Social Security Act to increase the allotments for territories under the State Children's Health Insurance Program.,fail
215,216,To amend the Internal Revenue Code of 1986 to repeal the limitation on the use of foreign tax credits under the alternative minimum tax.,fail
216,217,To amend the Internal Revenue Code of 1986 to provide for the treatment of charitable transfers of collections of personal papers with a separate right to control access.,fail
217,218,To amend the Harmonized Tariff Schedule of the United States to provide for equitable duty treatment for certain wool used in making suits.,fail
218,219,To authorize appropriations for the United States Customs Service.,fail
219,220,"To amend the Trade Act of 1974 to consolidate and improve the trade adjustment assistance and NAFTA transitional adjustment assistance programs under that Act, and for other purposes.",fail
220,221,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to combat fraud and price-gouging committed in connection with the provision of consumer goods and services for the cleanup, repair, and recovery from the effects of a major disaster declared by the President, and for other purposes.",fail
221,222,"To amend title 23, United States Code, to provide for a national standard to prohibit the operation of motor vehicles by intoxicated individuals.",fail
222,223,"To help communities modernize public school facilities, and for other purposes.",fail
223,224,To amend the Internal Revenue Code of 1986 to correct the treatment of tax-exempt financing of professional sports facilities.,fail
224,225,To provide Federal housing assistance to Native Hawaiians.,fail
225,226,"To promote democracy and good governance in Nigeria, and for other purposes.",fail
226,227,To prohibit the expenditure of Federal funds to provide or support programs to provide individuals with hypodermic needles or syringes for the use of illegal drugs.,fail
227,228,For the relief of Susan Rebola Cardenas.,fail
228,229,"For the relief of the State of Hawaii.     IN THE SENATE OF THE UNITED STATES  January 19, 1999  Mr. Inouye (for himself and Mr. Akaka) introduced the following bill; which was read twice and referred to the Committee on Finance",fail
229,230,"To amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",fail
230,231,To provide for a special application of section 1034 of the Internal Revenue Code of 1986.,fail
231,232,"To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the Medicare program, and for other purposes.",fail
232,233,"To amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under the certain programs to assist individuals in pursuing health careers and programs of grants for training projects in geriatrics, and to establish a social work training program.",fail
233,234,To recognize the organization known as the National Academies of Practice.,fail
234,235,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
235,236,"To amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",fail
236,237,"To allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect, to be conducted by a clinical social worker.",fail
237,238,"To amend title 10, United States Code, to increase the grade provided for the heads of the nurse corps of the Armed Forces.",fail
238,239,"To amend title 38, United States Code, to revise certain provisions relating to the appointment of professional psychologists in the Veterans Health Administration, and for other purposes.",fail
239,240,To amend the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to protect consumers in managed care plans and other health coverage.,fail
240,241,To amend the Federal Meat Inspection Act to provide that a quality grade label issued by the Secretary of Agriculture for beef and lamb may not be used for imported beef or imported lamb.,fail
241,242,To amend the Federal Meat Inspection Act to require the labeling of imported meat and meat food products.,fail
242,243,"To authorize the construction of the Perkins County Rural Water System and authorize financial assistance to the Perkins County Rural Water System, Inc., a nonprofit corporation, in the planning and construction of the water supply system, and for other purposes.",fail
243,244,"To authorize the construction of the Lewis and Clark Rural Water System and to authorize assistance to the Lewis and Clark Rural Water System, Inc., a nonprofit corporation, for the planning and construction of the water supply system, and for other purposes.",fail
244,245,"To reauthorize the Federal programs to prevent violence against women, and for other purposes.",fail
245,246,To protect private property rights guaranteed by the fifth amendment to the Constitution by requiring Federal agencies to prepare private property taking impact analyses and by allowing expanded access to Federal courts.,fail
246,247,"To amend title 17, United States Code, to reform the copyright law with respect to satellite retransmissions of broadcast signals, and for other purposes.",fail
247,248,"To modify the procedures of the Federal courts in certain matters, to reform prisoner litigation, and for other purposes.",fail
248,249,"To provide funding for the National Center for Missing and Exploited Children, to reauthorize the Runaway and Homeless Youth Act, and for other purposes.",success
249,250,"To establish ethical standards for Federal prosecutors, and for other purposes.",fail
