,bill,title,label
20,21,"To reduce unintended pregnancy, reduce abortions, and improve access to women's health care.",fail
21,22,"AN ACT    To designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.  Be it enacted by the Senate and House of Representatives of the",fail
22,23,To amend the Internal Revenue Code of 1986 to permanently extend the election to deduct State and local sales taxes.,fail
23,24,To amend the Internal Revenue Code of 1986 to strengthen the earned income tax credit.,fail
24,25,"To ensure access to basic broadcast television after the Digital Television Transition, and for other purposes.",fail
25,26,To amend the Internal Revenue Code of 1986 to reset the income threshold used to calculate the refundable portion of the child tax credit and to repeal the sunset for certain prior modifications made to the credit.,fail
26,27,To establish the Daniel Webster Congressional Clerkship Program.,fail
27,28,"To ensure that the courts of the United States may provide an impartial forum for claims brought by United States citizens and others against any railroad organized as a separate legal entity, arising from the deportation of United States citizens and others to Nazi concentration camps on trains owned or operated by such railroad, and by the heirs and survivors of such persons.",fail
28,29,"To amend the Internal Revenue Code of 1986 to increase the credit for the health insurance costs of eligible individuals, to expand such credit to individuals covered under COBRA, and to extend the period of COBRA continuation coverage for certain individuals.",fail
29,30,"To amend the Communications Act of 1934 to prohibit manipulation of caller identification information.     IN THE SENATE OF THE UNITED STATES  January 7, 2009  Mr. Nelson of Florida (for himself, Ms. Snowe, Mrs. McCaskill, and Ms. Klobuchar) introduced the following bill; which was read twice and",success
30,31,"To amend the Internal Revenue Code of 1986 with respect to the proper tax treatment of certain indebtedness discharged in 2009 or 2010, and for other purposes.",fail
31,32,To require the Federal Energy Regulatory Commission to hold at least 1 public hearing before issuance of a permit affecting public or private land use in a locality.,fail
32,33,"To amend the Internal Revenue Code of 1986 with respect to the proper tax treatment of certain indebtedness discharged in 2009 or 2010, and for other purposes.",fail
33,39,"To repeal section 10(f) of Public Law 93-531, commonly known as the ``Bennett Freeze''.",success
34,40,"A bill to designate Fossil Creek, a tributary of the Verde River in the State of Arizona, as a component of the National Wild and Scenic Rivers System.",fail
35,41,"To require a 50-hour workweek for Federal prison inmates, to reform inmate work programs, and for other purposes.",fail
36,42,"To amend title II of the Social Security Act to preserve and protect Social Security benefits of American workers and to help ensure greater congressional oversight of the Social Security system by requiring that both Houses of Congress approve a totalization agreement before the agreement, giving foreign workers Social Security benefits, can go into effect.",fail
37,43,To make the moratorium on Internet access taxes and multiple and discriminatory taxes on electronic commerce permanent.,fail
38,44,To amend the Internal Revenue Code of 1986 to treat income earned by mutual funds from exchange-traded funds holding precious metal bullion as qualifying income.,fail
39,45,To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system.,fail
40,46,To amend title XVIII of the Social Security Act to repeal the Medicare outpatient rehabilitation therapy caps.,fail
41,47,To amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services.,fail
42,48,"To amend the Help America Vote Act of 2002 to require new voting systems to provide a voter-verified permanent record, to develop better accessible voting machines for individuals with disabilities, and for other purposes.",fail
43,49,To help Federal prosecutors and investigators combat public corruption by strengthening and clarifying the law.,fail
44,50,"To amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",fail
45,51,"To amend title 10, United States Code, to recognize the United States Military Cancer Institute as an establishment within the Uniformed Services University of the Health Sciences, to require the Institute to promote the health of members of the Armed Forces and their dependents by enhancing cancer research and treatment, to provide for a study of the epidemiological causes of cancer among various ethnic groups for",fail
46,52,To amend title XIX of the Social Security Act to provide 100 percent reimbursement for medical assistance provided to a Native Hawaiian through a Federally-qualified health center or a Native Hawaiian health care system.,fail
47,53,To amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State Medicaid programs.,fail
48,54,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing minimum nurse staffing ratios at certain Medicare providers, and for other purposes.",fail
49,55,To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the Medicare program.,fail
50,56,To amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician.,fail
51,57,"To amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",fail
52,58,"To amend the Internal Revenue Code of 1986 to modify the application of the tonnage tax on vessels operating in the dual United States domestic and foreign trades, and for other purposes.",fail
53,59,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
54,60,To prohibit the sale and counterfeiting of Presidential inaugural tickets.,fail
55,61,"To amend title 11 of the United States Code with respect to modification of certain mortgages on principal residences, and for other purposes.",fail
56,62,"To prevent the Federal Communications Commission from repromulgating the fairness doctrine.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Inhofe introduced the following bill; which was read twice and",fail
57,63,To amend title XIX of the Social Security Act to improve access to advanced practice nurses and physician assistants under the Medicaid Program.,fail
58,64,To amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.,fail
59,65,To provide relief to the Pottawatomi Nation in Canada for settlement of certain claims against the United States.,fail
60,66,"To amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.",fail
61,67,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores.",fail
62,68,To require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.,fail
63,69,"To establish a fact-finding Commission to extend the study of a prior Commission to investigate and determine facts and circumstances surrounding the relocation, internment, and deportation to Axis countries of Latin Americans of Japanese descent from December 1941 through February 1948, and the impact of those actions by the United States, and to recommend appropriate remedies, and for other purposes.",fail
64,70,"To restore the traditional day of observance of Memorial Day, and for other purposes.",fail
65,71,To amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services.,fail
66,72,To reauthorize the programs of the Department of Housing and Urban Development for housing assistance for Native Hawaiians.,fail
67,73,"To establish a systematic mortgage modification program at the Federal Deposit Insurance Corporation, and for other purposes.",fail
68,74,"To provide permanent tax relief from the marriage penalty.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mrs. Hutchison (for herself, Mr. Vitter, Mr. Martinez, Mr. Cornyn, and Mr. Ensign) introduced the following bill; which was read twice and",fail
69,75,To amend title XVIII of the Social Security Act to require the use of generic drugs under the Medicare part D prescription drug program when available unless the brand name drug is determined to be medically necessary.,fail
70,76,To amend the Native Hawaiian Health Care Improvement Act to revise and extend that Act.,fail
71,77,To amend title XXI of the Social Security Act to provide for equal coverage of mental health services under the State Children's Health Insurance Program.,fail
72,78,To amend the Internal Revenue Code of 1986 to provide a full exclusion for gain from certain small business stocks.,fail
73,79,To amend the Social Security Act to establish a Federal Reinsurance Program for Catastrophic Health Care Costs.,fail
74,80,"To amend the Federal Food, Drug, and Cosmetic Act with respect to the importation of prescription drugs, and for other purposes.",fail
75,81,"To amend title II of the Social Security Act to allow workers who attain age 65 after 1981 and before 1992 to choose either lump sum payments over four years totaling $5,000 or an improved benefit computation formula under a new 10-year rule governing the transition to the changes in benefit computation rules enacted in the Social Security Amendments of 1977, and for other purposes.     IN THE SENATE OF THE UNITED STATES",fail
76,82,"To amend title XXI of the Social Security Act to reauthorize the State Children's Health Insurance Program, to limit income eligibility expansions under that program until the lowest income eligible individuals are enrolled, and for other purposes.",fail
77,83,"To amend the Internal Revenue Code of 1986 to expand the Coverdell education savings accounts to allow home school education expenses, and for other purposes.",fail
78,84,"To close the loophole that allowed the 9/11 hijackers to obtain credit cards from United States banks that financed their terrorist activities, to ensure that illegal immigrants cannot obtain credit cards to evade United States immigration laws, and for other purposes.",fail
79,85,"To amend title X of the Public Health Service Act to prohibit family planning grants from being awarded to any entity that performs abortions.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
80,86,"To establish a procedure to safeguard the Social Security Trust Funds.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Vitter (for himself and Mr. Burr) introduced the following bill; which was read twice and referred to the Committee on the Budget",fail
81,87,"To amend the procedures regarding military recruiter access to secondary school student recruiting information.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Vitter introduced the following bill; which was read twice and",fail
82,88,"To amend part B of the Individuals with Disabilities Education Act to provide full Federal funding of such part.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Vitter introduced the following bill; which was read twice and",fail
83,89,"To authorize the Moving to Work Charter program to enable public housing agencies to improve the effectiveness of Federal housing assistance, and for other purposes.",fail
84,90,To preserve open competition and Federal Government neutrality towards the labor relations of Federal Government contractors on Federal and federally funded construction projects.,fail
85,91,"To reduce the amount of financial assistance provided to the Government of Mexico in response to the illegal border crossings from Mexico into the United States, which serve to dissipate the political discontent with the higher unemployment rate within Mexico.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
86,92,"To ensure the safety of seafood and seafood products being imported into the United States.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Vitter introduced the following bill; which was read twice and",fail
87,93,"To provide quality, affordable health insurance for small employers and individuals.",fail
88,94,To amend the Internal Revenue Code of 1986 to provide for a nonrefundable tax credit for long-term care insurance premiums.,fail
89,95,To prohibit appropriated funds from being used in contravention of section 642(a) of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996.,fail
90,96,To prohibit certain abortion-related discrimination in governmental activities.,fail
91,97,To amend title IV of the Social Security Act to require States to implement a drug testing program for applicants for and recipients of assistance under the Temporary Assistance for Needy Families (TANF) program.,fail
92,98,To impose admitting privilege requirements with respect to physicians who perform abortions.,fail
93,99,To amend the Internal Revenue Code of 1986 to provide a Federal income tax credit for certain stem cell research expenditures.,fail
94,100,To amend the Internal Revenue Code of 1986 to provide a tax deduction for itemizers and nonitemizers for expenses relating to home schooling.,fail
95,101,To amend the Internal Revenue Code of 1986 to allow expenses relating to all home schools to be qualified education expenses for purposes of a Coverdell education savings account.,fail
96,102,To repeal the provision of law that provides automatic pay adjustments for Members of Congress.,fail
97,103,To require disclosure and payment of noncommercial air travel in the Senate.,fail
98,104,To prohibit authorized committees and leadership PACs from employing the spouse or immediate family members of any candidate or Federal office holder connected to the committee.,fail
99,105,To amend the Ethics in Government Act of 1978 to establish criminal penalties for knowingly and willfully falsifying or failing to file or report certain information required to be reported under that Act.,fail
100,106,To require that all individuals convicted of a felony under State law provide a DNA sample.,fail
101,107,To authorize funding for the Advancing Justice through DNA Technology initiative.,fail
102,108,"To prohibit the admission of an alien who was detained as an enemy combatant at Guantanamo Bay, Cuba unless the President determines that such admission is consistent with the national security of the United States, and for other purposes.",fail
103,109,"To designate the Beaver Basin Wilderness at Pictured Rocks National Lakeshore in the State of Michigan.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Levin (for himself and Ms. Stabenow) introduced the following bill;",fail
104,110,To provide for the designation of the River Raisin National Battlefield Park in the State of Michigan.,fail
105,111,For the relief of Joseph Gabra and Sharon Kamel.,fail
106,112,To treat certain hospital support organizations as qualified organizations for purposes of determining acquisition indebtedness.,fail
107,113,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
108,114,To amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research.,fail
109,115,"To amend title II of the Social Security Act to provide that wages earned, and self-employment income derived, by individuals while such individuals were not citizens or nationals of the United States and were illegally in the United States shall not be credited for coverage under the old-age, survivors, and disability insurance program under such title.",fail
110,116,"To require the Secretary of the Treasury to allocate $10,000,000,000 of Troubled Asset Relief Program funds to local governments that have suffered significant losses due to highly-rated investments in failed financial institutions.",fail
111,117,"To protect the property and security of homeowners who are subject to foreclosure proceedings, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Kohl (for himself, Ms. Collins, Mrs. Lincoln, Mrs. Boxer, and Ms.",fail
112,118,"To amend section 202 of the Housing Act of 1959, to improve the program under such section for supportive housing for the elderly, and for other purposes.",success
113,119,For the relief of Guy Privat Tape and Lou Nazie Raymonde Toto.,fail
114,120,For the relief of Denes Fulop and Gyorgyi Fulop.,fail
115,121,"For the relief of Esidronio Arreola-Saucedo, Maria Elna Cobian Arreola, Nayely Bibiana Arreola, and Cindy Jael Arreola.",fail
116,122,For the relief of Robert Liang and Alice Liang.,fail
117,123,"For the relief of Jose Buendia Balderas, Alicia Aranda De Buendia, and Ana Laura Buendia Aranda.",fail
118,124,For the relief of Shigeru Yamada.,fail
119,125,For the relief of Alfredo Plascencia Lopez and Maria Del Refugio Plascencia.,fail
120,126,For the relief of Claudia Marquez Rico.,fail
121,127,For the relief of Jacqueline W. Coats.,fail
122,128,"For the relief of Jose Alberto Martinez Moreno, Micaela Lopez Martinez, and Adilene Martinez.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mrs. Feinstein introduced the following bill; which was read twice and",fail
123,129,"For the relief of Ruben Mkoian, Asmik Karapetian, and Arthur Mkoyan.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mrs. Feinstein introduced the following bill; which was read twice and referred to the Committee on the Judiciary",fail
124,130,"For the relief of Jorge Rojas Gutierrez, Oliva Gonzalez Gonzalez, and Jorge Rojas Gonzalez.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mrs. Feinstein introduced the following bill; which was read twice and",fail
125,131,To amend the Truth in Lending Act to provide for enhanced disclosure under an open end credit plan.,fail
126,132,"To increase and enhance law enforcement resources committed to investigation and prosecution of violent gangs, to deter and punish violent gang crime, to protect law-abiding citizens and communities from violent criminals, to revise and enhance criminal penalties for violent crimes, to expand and improve gang prevention programs, and for other purposes.",fail
127,133,"To prohibit any recipient of emergency Federal economic assistance from using such funds for lobbying expenditures or political contributions, to improve transparency, enhance accountability, encourage responsible corporate governance, and for other purposes.",fail
128,134,To amend the National Trails System Act to clarify Federal authority relating to land acquisition from willing sellers for the North Country National Scenic Trail.,fail
129,135,To decrease the matching funds requirement and authorize additional appropriations for Keweenaw National Historical Park in the State of Michigan.,fail
130,136,"For the relief of Ziad Mohamed Shaban Khweis, Heyam Ziad Khweis, and Juman Ziad Khweis.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Bingaman introduced the following bill; which was read twice and",fail
131,137,"To create jobs and reduce the dependence of the United States on foreign and unsustainable energy sources by promoting the production of green energy, and for other purposes.",fail
132,138,"To amend the Internal Revenue Code of 1986 to repeal alternative minimum tax limitations on private activity bond interest, and for other purposes.",fail
133,139,"To require Federal agencies, and persons engaged in interstate commerce, in possession of data containing sensitive personally identifiable information, to disclose any breach of such information.",fail
134,140,"To modify the requirements applicable to locatable minerals on public domain lands, consistent with the principles of self-initiation of mining claims, and for other purposes.",fail
135,141,"To amend title 18, United States Code, to limit the misuse of Social Security numbers, to establish criminal penalties for such misuse, and for other purposes.",fail
136,142,"To amend titles XIX and XXI of the Social Security Act to ensure that every uninsured child in America has health insurance coverage, and for other purposes.",fail
137,143,To amend the Internal Revenue Code of 1986 to provide for a college opportunity tax credit.,fail
138,144,"To amend the Internal Revenue Code of 1986 to remove cell phones from listed property under section 280F.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Kerry (for himself and Mr. Ensign) introduced the following bill;",fail
139,145,For the relief of Vichai Sae Tung (also known as Chai Chaowasaree).,fail
140,146,To amend the Federal antitrust laws to provide expanded coverage and to eliminate exemptions from such laws that are contrary to the public interest with respect to railroads.,fail
141,147,"To require the closure of the detention facility at Guantanamo Bay, Cuba, to limit the use of certain interrogation techniques, to prohibit interrogation by contractors, to require notification of the International Committee of the Red Cross of detainees, and for other purposes.",fail
142,148,"To restore the rule that agreements between manufacturers and retailers, distributors, or wholesalers to set the minimum price below which the manufacturer's product or service cannot be sold violates the Sherman Act.",fail
143,149,To change the date for regularly scheduled Federal elections and establish polling place hours.,fail
144,150,"To provide Federal assistance to States for rural law enforcement, and for other purposes.",fail
145,151,"To protect Indian arts and crafts through the improvement of applicable criminal proceedings, and for other purposes.",fail
146,152,To direct the Secretary of the Interior and the Secretary of Agriculture to jointly conduct a study of certain land adjacent to the Walnut Canyon National Monument in the State of Arizona.,fail
147,153,To amend the National Trails System Act to designate the Arizona National Scenic Trail.,fail
148,154,"To require the Congressional Budget Office and the Joint Committee on Taxation to use dynamic economic modeling in addition to static economic modeling in the preparation of budgetary estimates of proposed changes in Federal revenue law.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
149,155,"To amend the Internal Revenue Code of 1986 to suspend the taxation of unemployment compensation for 2 years.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Ms. Snowe (for herself, Mrs. Lincoln, and Mr. Bunning) introduced the",fail
150,156,"To amend the Internal Revenue Code of 1986 to extend enhanced small business expensing and to provide for a 5-year net operating loss carryback for losses incurred in 2008 or 2009.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
151,157,"To amend the Internal Revenue Code of 1986 to expand the temporary waiver of required minimum distribution rules for certain retirement plans and accounts.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
152,158,"To amend the Internal Revenue Code of 1986 to expand the availability of industrial development bonds to facilities manufacturing intangible property.     IN THE SENATE OF THE UNITED STATES  January 6, 2009",fail
153,159,"To establish the Paterson Great Falls National Historical Park, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Lautenberg (for himself and Mr. Menendez) introduced the following",fail
154,160,To provide the District of Columbia a voting seat and the State of Utah an additional seat in the House of Representatives.,fail
155,161,"To authorize implementation of the San Joaquin River Restoration Settlement, and for other purposes.",fail
156,162,"To provide greater accountability of taxpayers' dollars by curtailing congressional earmarking, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 6, 2009  Mr. Feingold (for himself, Mr. McCain, Mrs. McCaskill, Mr. Graham, and",fail
157,163,To amend the National Child Protection Act of 1993 to establish a permanent background check system.,fail
158,164,"To improve consumer access to passenger vehicle loss data held by insurers.     IN THE SENATE OF THE UNITED STATES  January 7, 2009  Mr. Ensign introduced the following bill; which was read twice and",fail
159,165,"To amend the Truth in Lending Act, to prevent credit card issuers from taking unfair advantage of college students and their parents, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 7, 2009",fail
160,166,"To amend title VII of the Civil Rights Act of 1964 to clarify the filing period applicable to charges of discrimination, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 7, 2009",fail
161,167,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to enhance the COPS ON THE BEAT grant program, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Kohl (for himself, Mrs. Feinstein, Mr. Leahy, Mr. Reid, Mr.",fail
162,168,"To amend the Immigration and Nationality Act to provide for compensation to States incarcerating undocumented aliens charged with a felony or two or more misdemeanors.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
163,169,"To provide for a biennial budget process and a biennial appropriations process and to enhance oversight and the performance of the Federal Government.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
164,170,"To authorize the acquisition of interests in undeveloped coastal areas in order better to ensure their protection from development and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
165,171,"To develop and maintain an integrated system of coastal and ocean observations for the Nation's coasts, oceans, and Great Lakes, to improve warnings of tsunami, hurricanes, El Nino events, and other natural hazards, to enhance homeland security, to support maritime operations, to improve management of coastal and marine resources, and for other purposes.     IN THE SENATE OF THE UNITED STATES",fail
166,172,"To establish a coordinated national ocean exploration program within the National Oceanic and Atmospheric Administration, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
167,173,"To establish an interagency committee to develop an ocean acidification research and monitoring plan and to establish an ocean acidification program within NOAA.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Lautenberg (for himself, Mr. Inouye, Mr. Rockefeller, Ms. Cantwell,",fail
168,174,"To establish a coordinated and comprehensive Federal ocean and coastal mapping program.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Inouye (for himself, Mr. Rockefeller, and Ms. Snowe) introduced the",fail
169,175,"To evaluate certain skills certification programs, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Feingold introduced the following bill; which was read twice and",fail
170,176,"To improve the job access and reverse commute program, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Feingold introduced the following bill; which was read twice and",fail
171,177,"To amend the Small Business Act to extend the Small Business Innovation Research and Small Business Technology Transfer programs, to increase the allocation of Federal agency grants for those programs, to add water, energy, transportation, and domestic security related research to the list of topics deserving special consideration, and for other purposes.     IN THE SENATE OF THE UNITED STATES",fail
172,178,"To amend the Elementary and Secondary Education Act of 1965 to authorize a connecting education and emerging professions demonstration grant program.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
173,179,"To improve quality in health care by providing incentives for adoption of modern information technology.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Ms. Stabenow (for herself and Ms. Snowe) introduced the following bill;",fail
174,180,"To establish the Cache La Poudre River National Heritage Area, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Salazar (for himself and Mr. Udall of Colorado) introduced the",fail
175,182,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",fail
176,183,"To establish the Dominguez-Escalante National Conservation Area and the Dominguez Canyon Wilderness Area.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Salazar (for himself and Mr. Udall of Colorado) introduced the",fail
177,184,"To authorize the Secretary of the Interior to carry out the Jackson Gulch rehabilitation project in the State of Colorado.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Salazar (for himself and Mr. Udall of Colorado) introduced the",fail
178,185,"To establish the Sangre de Cristo National Heritage Area in the State of Colorado, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Salazar (for himself and Mr. Udall of Colorado) introduced the",fail
179,186,"To establish the South Park National Heritage Area in the State of Colorado, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Salazar (for himself and Mr. Udall of Colorado) introduced the",fail
180,187,"To provide for the construction of the Arkansas Valley Conduit in the State of Colorado.     IN THE SENATE OF THE UNITED STATES  January 8, 2009  Mr. Udall of Colorado (for himself and Mr. Salazar) introduced the",fail
181,188,"To provide for a study of options for protecting the open space characteristics of certain lands in and adjacent to the Arapaho and Roosevelt National Forests in Colorado, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
182,189,"To amend the National Trails System Act to clarify Federal authority relating to land acquisition from willing sellers for the majority of the trails in the System, and for other purposes.",fail
183,190,"To designate as wilderness certain land within the Rocky Mountain National Park and to adjust the boundaries of the Indian Peaks Wilderness and the Arapaho National Recreation Area of the Arapaho National Forest in the State of Colorado.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
184,191,"To amend the Great Sand Dunes National Park and Preserve Act of 2000 to explain the purpose and provide for the administration of the Baca National Wildlife Refuge.     IN THE SENATE OF THE UNITED STATES  January 8, 2009",fail
185,192,"To authorize the Secretary of the Interior to convey to the McGee Creek Authority certain facilities of the McGee Creek Project, Oklahoma, and for other purposes.     IN THE SENATE OF THE UNITED STATES  January 9, 2009",fail
186,193,"To create and extend certain temporary district court judgeships.     IN THE SENATE OF THE UNITED STATES  January 9, 2009  Mrs. Feinstein (for herself, Mr. Brownback, Mr. Inouye, Mr. Roberts, Mr. Akaka, Mr. Voinovich, Mrs. Boxer, Mr. Johanns, Mr. Nelson of",fail
187,194,"To amend the Emergency Food Assistance Act of 1983 to require the Secretary of Agriculture to help offset the costs of intrastate transportation, storage, and distribution of bonus commodities provided to States and food assistance agencies under the emergency food assistance program.     IN THE SENATE OF THE UNITED STATES",fail
188,195,"To extend oversight, accountability, and transparency provisions of the Emergency Economic Assistance Act of 2008 to all Federal emergency economic assistance to private entities, to impose tough conditions for all recipients of such emergency economic assistance, to set up a Federal task force to investigate and prosecute criminal activities that contributed to our economic crisis, and to establish a bipartisan financial market investigation and reform commission, and for other purposes.",fail
189,196,"To amend the Quinebaug and Shetucket Rivers Valley National Heritage Corridor Act of 1994 to increase the authorization of appropriations and modify the date on which the authority of the Secretary of the Interior terminates under the Act.     IN THE SENATE OF THE UNITED STATES  January 9, 2009",fail
190,197,"To assist in the conservation of cranes by supporting and providing, through projects of persons and organizations with expertise in crane conservation, financial resources for the conservation programs of countries the activities of which directly or indirectly affect cranes and the ecosystems of cranes.     IN THE SENATE OF THE UNITED STATES",fail
