,bill,title,label
23,24,"To provide improved access to health care, enhance informed individual choice regarding health care services, lower health care costs through the use of appropriate providers, improve the quality of health care, improve access to long-term care, and for other purposes.",fail
24,25,"To provide for the implementation of a system of licensing for purchasers of certain firearms and for a record of sale system for those firearms, and for other purposes.",fail
25,26,To amend the Department of Energy Authorization Act to authorize the Secretary of Energy to impose interim limitations on the cost of electric energy to protect consumers from unjust and unreasonable prices in the electric energy market.,fail
26,27,To amend the Federal Election Campaign Act of 1971 to provide bipartisan campaign reform.,fail
27,28,"To guarantee the right of all active duty military personnel, merchant mariners, and their dependents to vote in Federal, State, and local elections.",fail
28,29,To amend the Internal Revenue Code of 1986 to allow a deduction for 100 percent of the health insurance costs of self-employed individuals.,fail
29,30,"To strengthen control by consumers over the use and disclosure of their personal financial and health information by financial institutions, and for other purposes.",fail
30,31,To amend the Internal Revenue Code of 1986 to phase out the estate and gift taxes over a 10-year period.,fail
31,32,"To amend title 28, United States Code, to clarify the remedial jurisdiction of inferior Federal courts.",fail
32,33,To amend title II of the Americans with Disabilities Act of 1990 and section 504 of the Rehabilitation Act of 1973 to exclude prisoners from the requirements of that title and section.,fail
33,34,To eliminate a requirement for a unanimous verdict in criminal trials in Federal courts.,fail
34,35,To provide relief to America's working families and to promote continued economic growth by returning a portion of the tax surplus to those who created it.,fail
35,36,"To amend title 1, United States Code, to clarify the effect and application of legislation.",fail
36,37,To amend the Internal Revenue Code of 1986 to provide for a charitable deduction for contributions of food inventory.,fail
37,38,"To amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces are entitled to travel on such aircraft.",fail
38,39,"To provide a national medal for public safety officers who act with extraordinary valor above and beyond the call of duty, and for other purposes.",fail
39,40,Entitled ``The Careers to Classrooms Act of 2001''.,fail
40,41,To amend the Internal Revenue Code of 1986 to permanently extend the research credit and to increase the rates of the alternative incremental credit.,fail
41,42,To require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II.,fail
42,43,"To amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores.",fail
43,44,"To amend title 10, United States Code, to increase the grade provided for the heads of the nurse corps of the Armed Forces.",fail
44,45,"To amend title 5, United States Code, to require the issuance of a prisoner-of-war medal to civilian employees of the Federal Government who are forcibly detained or interned by an enemy government or a hostile force under wartime conditions.",fail
45,46,"To amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",fail
46,47,To amend the Internal Revenue Code of 1986 to exempt certain helicopter uses from ticket taxes on transportation by air.,fail
47,48,To amend the Internal Revenue Code of 1986 to provide tax relief for the conversion of cooperative housing corporations into condominiums.,fail
48,49,"To amend the wetlands regulatory program under the Federal Water Pollution Control Act to provide credit for the low wetlands loss rate in Alaska and recognize the significant extent of wetlands conservation in Alaska, to protect Alaskan property owners, and to ease the burden on overly regulated Alaskan cities, boroughs, municipalities, and villages.",fail
49,50,"To amend title 3, United States Code, and the Uniform Time Act of 1966 to establish a single poll closing time for Presidential general elections.",fail
50,51,To amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician.,fail
51,52,To amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the medicare program.,fail
52,53,To amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State Medicaid programs.,fail
53,54,To provide for a special application of section 1034 of the Internal Revenue Code of 1986.,fail
54,55,For the relief of Ricke Kaname Fujino.,fail
55,56,To amend the Immigration and Nationality Act to facilitate the immigration to the United States of certain aliens born in the Philippines or Japan who were fathered by United States citizens.,fail
56,57,"To convert a temporary Federal judgeship in the district of Hawaii to a permanent judgeship, authorize an additional permanent judgeship in the district of Hawaii, and for other purposes.",fail
57,58,To recognize the organization known as the National Academies of Practice.,fail
58,59,"To allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect, to be conducted by a clinical social worker.",fail
59,60,"To authorize Department of Energy programs to develop and implement an accelerated research and development program for advanced clean coal technologies for use in coal-based electricity generating facilities and to amend the Internal Revenue Code of 1986 to provide financial incentives to encourage the retrofitting, repowering, or replacement of coal-based electricity generating facilities to protect the environment",fail
60,61,To restore the traditional day of observance of Memorial Day.,fail
61,62,"To amend title 38, United States Code, to revise certain provisions relating to the appointment of professional psychologists in the Veterans Health Administration, and for other purposes.",fail
62,63,For the relief of Donald C. Pence.,fail
63,64,"To increase the role of the Secretary of Transportation in administering section 901 of the Merchant Marine Act, 1936, and for other purposes.",fail
64,65,"To amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under the certain programs to assist individuals in pursuing health careers and programs of grants for training projects in geriatrics, and to establish a social work training program.",fail
65,66,"To amend title VII of the Public Health Service Act to revise and extend certain programs relating to the education of individuals as health professionals, and for other purposes.",fail
66,67,"To amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",fail
67,68,To amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,fail
68,69,"To amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes.",fail
69,70,To amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research.,fail
70,71,"To amend the Federal Power Act to improve the hydroelectric licensing process by granting the Federal Energy Regulatory Commission statutory authority to better coordinate participation by other agencies and entities, and for other purposes.",fail
71,72,To amend the National Energy Conservation Policy Act to enhance and extend authority relating to energy savings performance contracts of the Federal Government.,fail
72,73,To prohibit the provision of Federal funds to any State or local educational agency that denies or prevents participation in constitutional prayer in schools.,fail
73,74,To prohibit the provision of Federal funds to any State or local educational agency that distributes or provides morning-after pills to schoolchildren.,fail
74,75,To protect the lives of unborn human beings.,fail
75,76,To make it a violation of a right secured by the Constitution and laws of the United States to perform an abortion with the knowledge that the abortion is being performed solely because of the gender of the fetus.,fail
76,77,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",fail
77,78,"To amend the Civil Rights Act of 1964 to make preferential treatment an unlawful employment practice, and for other purposes.",fail
78,79,To encourage drug free and safe schools.,fail
79,80,"To require the Federal Energy Regulatory Commission to order refunds of unjust, unreasonable, unduly discriminatory or preferential rates and charges for electricity, to establish cost-based rates for electricity sold at wholesale in the Western Systems Coordinating Council, and for other purposes.",fail
80,81,"A bill to express the policy of the United States regarding the United States relationship with Native Hawaiians, to provide a process for the reorganization of a Native Hawaiian government and the recognition by the United States of the Native Hawaiian government, and for other purposes.",fail
81,82,To repeal the Federal estate and gift taxes and the tax on generation- skipping transfers.,fail
82,83,To phase-out and repeal the Federal estate and gift taxes and the tax on generation-skipping transfers.,fail
83,84,To increase the unified estate and gift tax credit to exempt small businesses and farmers from estate taxes.,fail
84,85,"To amend the Internal Revenue Code of 1986 to increase the gift tax exclusion to $25,000.",fail
85,86,"To amend the Elementary and Secondary Education Act of 1965 to improve Native Hawaiian education programs, and for other purposes.",fail
86,87,To amend the Native Hawaiian Health Care Improvement Act to revise and extend such Act.,fail
87,88,To amend the Internal Revenue Code of 1986 to provide an incentive to ensure that all Americans gain timely and equitable access to the Internet over current and future generations of broadband capability.,fail
88,89,"To enhance the illegal narcotics control activities of the United States, and for other purposes.",fail
89,90,To authorize funding for nanoscale science and engineering research and development at the Department of Energy for fiscal years 2002 through 2006.,fail
90,91,"To amend the Native American Languages Act to provide for the support of Native American Language Survival Schools, and for other purposes.",fail
91,92,"To authorize appropriations for the United States Customs Service for fiscal years 2002 and 2003, and for other purposes.",fail
92,93,"To amend the Federal Election Campaign Act of 1971 to require disclosure of certain disbursements made for electioneering communications, and for other purposes.",fail
93,94,To amend the Internal Revenue Code of 1986 to provide a 5-year extension of the credit for electricity produced from wind.,fail
94,95,"To promote energy conservation investments in Federal facilities, and for other purposes.",fail
95,96,To ensure that employees of traveling sales crews are protected under the Fair Labor Standards Act of 1938 and under other provisions of law.,fail
96,97,"To amend the Internal Revenue Code of 1986 with respect to the eligibility of veterans for mortgage revenue bond financing, and for other purposes.",fail
97,98,"To amend the Elementary and Secondary Education Act of 1965 to promote parental involvement and parental empowerment in public education through greater competition and choice, and for other purposes.",fail
98,99,"To amend the Internal Revenue Code of 1986 to provide a credit against tax for employers who provide child care assistance for dependents of their employees, and for other purposes.",fail
99,100,To amend the Internal Revenue Code of 1986 to repeal the estate and gift taxes.,fail
100,101,"To improve teacher quality, and for other purposes.",fail
101,102,To provide assistance to address school dropout problems.,fail
102,103,To provide for advanced placement programs.,fail
103,104,"To require equitable coverage of prescription contraceptive drugs and devices, and contraceptive services under health plans.",fail
104,105,"To amend the Agricultural Adjustment Act to prohibit the Secretary of Agriculture from basing minimum prices for Class I milk on the distance or transportation costs from any location that is not within a marketing area, except under certain circumstances, and for other purposes.",fail
105,106,"To amend the provisions of titles 5 and 28, United States Code, relating to equal access to justice, award of reasonable costs and fees, taxpayers' recovery of costs, fees, and expenses, administrative settlement offers, and for other purposes.",fail
106,107,To allow modified bloc voting by cooperative associations of milk producers in connection with a referendum on Federal Milk Marketing Order reform.,fail
107,108,To reduce the number of executive branch political appointees.,fail
108,109,To establish the Dairy Farmer Viability Commission.,fail
109,110,To repeal the provision of law that provides automatic pay adjustments for Members of Congress.,fail
110,111,To amend the Dairy Production Stabilization Act of 1983 to ensure that all persons who benefit from the dairy promotion and research program contribute to the cost of the program.,fail
111,112,To terminate operation of the Extremely Low Frequency Communication System of the Navy.,fail
112,113,To terminate production under the D5 submarine-launched ballistic missile program and to prohibit the backfit of certain Trident I ballistic missile submarines to carry D5 submarine-launched ballistic missiles.,fail
113,114,To terminate the Uniformed Services University of the Health Sciences.,fail
114,115,"To amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain hardrock mines, and for other purposes.",fail
115,116,"To amend the Reclamation Reform Act of 1982 to clarify the acreage limitations and incorporate a means test for certain farm operations, and for other purposes.",fail
116,117,"To prohibit products that contain dry ultra-filtered milk products or casein from being labeled as domestic natural cheese, and for other purposes.",fail
117,118,To strengthen the penalties for violations of plant quarantine laws.,fail
118,119,"To provide States with funds to support State, regional, and local school construction.",fail
119,120,To establish a demonstration project to increase teacher salaries and employee benefits for teachers who enter into contracts with local educational agencies to serve as master teachers.,fail
120,121,"To establish an Office of Children's Services within the Department of Justice to coordinate and implement Government actions involving unaccompanied alien children, and for other purposes.",fail
121,122,"To prohibit a State from determining that a ballot submitted by an absent uniformed services voter was improperly or fraudulently cast unless the State finds clear and convincing evidence of fraud, and for other purposes.",fail
122,123,To amend the Higher Education Act of 1965 to extend loan forgiveness for certain loans to Head Start teachers.,fail
123,124,"To exempt agreements relating to voluntary guidelines governing telecast material, movies, video games, Internet content, and music lyrics from the applicability of the antitrust laws, and for other purposes.",fail
124,125,To provide substantial reductions in the price of prescription drugs for medicare beneficiaries.,fail
125,126,To authorize the President to present a gold medal on behalf of Congress to former President Jimmy Carter and his wife Rosalynn Carter in recognition of their service to the Nation.,fail
126,127,"To give American companies, American workers, and American ports the opportunity to compete in the United States cruise market.",fail
127,128,"To amend the Federal Deposit Insurance Act to require periodic cost of living adjustments to the maximum amount of deposit insurance available under that Act, and for other purposes.",fail
128,129,"To amend title 38, United States Code, to provide for the payment of a monthly stipend to the surviving parents (known as ``Gold Star parents'') of members of the Armed Forces who die during a period of war.",fail
129,130,To amend the Agricultural Market Transition Act to establish a flexible fallow program under which a producer may idle a portion of the total planted acreage of the loan commodities of the producer in exchange for higher loan rates for marketing assistance loans on the remaining acreage of the producer.,fail
130,131,"To amend title 38, United States Code, to modify the annual determination of the rate of the basic benefit of active duty educational assistance under the Montgomery GI Bill, and for other purposes.",fail
131,132,To amend the Internal Revenue Code of 1986 to provide that housing assistance provided under the Native American Housing Assistance and Self-Determination Act of 1996 be treated for purposes of the low- income housing credit in the same manner as comparable assistance.,fail
132,133,"To amend the Internal Revenue Code of 1986 to make permanent the exclusion for employer-provided educational assistance programs, and for other purposes.",fail
133,134,To ban the importation of large capacity ammunition feeding devices.,fail
134,135,To amend title XVIII of the Social Security Act to improve payments for direct graduate medical education under the medicare program.,fail
135,136,To amend the Omnibus Trade and Competitiveness Act of 1988 to extend trade negotiating and trade agreement implementing authority.,fail
136,137,"To authorize negotiation of free trade agreements with the countries of the Americas, and for other purposes.",fail
137,138,"To authorize negotiation for the accession of Chile to the North American Free Trade Agreement, and for other purposes.",fail
138,139,"To assist in the preservation of archaeological, paleontological, zoological, geological, and botanical artifacts through construction of a new facility for the University of Utah Museum of Natural History, Salt Lake City, Utah.",fail
139,140,"To authorize negotiation for the accession of United Kingdom to the North American Free Trade Agreement, and for other purposes.",fail
140,141,"To provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes.",fail
141,142,"To amend the Packers and Stockyards Act, 1921, to make it unlawful for a packer to own, feed, or control livestock intended for slaughter.",fail
142,143,"To amend the Securities Act of 1933 and the Securities Exchange Act of 1934, to reduce securities fees in excess of those required to fund the operations of the Securities and Exchange Commission, to adjust compensation provisions for employees of the Commission, and for other purposes.",fail
143,144,To require country of origin labeling of peanuts and peanut products and to establish penalties for violations of the labeling requirements.,fail
144,145,"To amend title 10, United States Code, to increase to parity with other surviving spouses the basic annuity that is provided under the uniformed services Survivor Benefit Plan for surviving spouses who are at least 62 years of age; and for other purposes.",fail
145,146,"To amend part S of title I of the Omnibus Crime Control and Safe Streets Act of 1968 to permit the use of certain amounts for assistance to jail-based substance treatment programs, and for other purposes.",fail
146,147,"To provide for the appointment of additional Federal district judges, and for other purposes.",fail
147,148,"To amend the Internal Revenue Code of 1986 to expand the adoption credit, and for other purposes.",fail
148,149,"To provide authority to control exports, and for other purposes.",fail
149,150,To amend the Internal Revenue Code of 1986 to provide an incentive to ensure that all Americans gain timely and equitable access to the Internet over current and future generations of broadband capability.,fail
150,151,For the Relief of Ashley Ross Fuller.,fail
151,152,To amend the Internal Revenue Code of 1986 to eliminate the 60-month limit and increase the income limitation on the student loan interest deduction.,fail
152,153,To amend title XVIII of the Social Security Act to provide for State accreditation of diabetes self-management training programs under the medicare program.,fail
153,154,"To amend the Uniformed and Overseas Citizens Absentee Voting Act to ensure uniform treatment by States of Federal overseas absentee ballots, to amend titles 10 and 18, United States Code, and the Revised Statutes to remove the uncertainty regarding the authority of the Department of Defense to permit buildings located on military installations and reserve component facilities to be used as polling",fail
154,155,"To amend title 5, United States Code, to eliminate an inequity in the applicability of early retirement eligibility requirements to military reserve technicians.",fail
155,156,To improve academic and social outcomes for students and reduce both juvenile crime and the risk that youth will become victims of crime by providing productive activities during after school hours.,fail
156,157,To establish a program to help States expand the existing education system to include at least 1 year of early education preceding the year a child enters kindergarten.,fail
157,158,To improve schools.,fail
158,159,"To elevate the Environmental Protection Agency to a cabinet level department, to redesignate the Environmental Protection Agency as the Department of Environmental Protection Affairs, and for other purposes.",fail
159,160,To provide assistance to States to expand and establish drug abuse treatment programs to enable such programs to provide services to individuals who voluntarily seek treatment for drug abuse.,fail
160,161,To establish the Violence Against Women Office within the Department of Justice.,fail
161,162,To amend the Internal Revenue Code of 1986 to provide a business credit against income for the purchase of fishing safety equipment.,fail
162,163,"To amend certain Federal civil rights statutes to prevent the involuntary application of arbitration to claims that arise from unlawful employment discrimination based on race, color, religion, sex, national origin, age, or disability, and for other purposes.",fail
163,164,"To prepare tomorrow's teachers to use technology through pre-service and in-service training, and for other purposes.",fail
164,165,"To amend the Agricultural Market Transition Act to increase loan rates for marketing assistance loans for each of the 2001 and 2002 crops, to make nonrecourse marketing assistance loans and loan deficiency payments available to producers of dry peas, lentils, chickpeas, and rye, and for other purposes.",fail
165,166,To limit access to body armor by violent felons and to facilitate the donation of Federal surplus body armor to State and local law enforcement agencies.,fail
166,167,To allow a State to combine certain funds to improve the academic achievement of all its students.,fail
167,168,To authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Kazakhstan.,fail
168,169,To provide Federal reimbursement for indirect costs relating to the incarceration of illegal criminal aliens and for emergency health services furnished to undocumented aliens.,fail
169,170,"To amend title 10, United States Code, to permit retired members of the Armed Forces who have a service-connected disability to receive both military retired pay by reason of their years of military service and disability compensation from the Department of Veterans Affairs for their disability.",fail
170,171,"To repeal certain travel provisions with respect to Cuba and certain trade sanctions with respect to Cuba, Iran, Libya, North Korea, and Sudan, and for other purposes.",fail
171,172,To benefit electricity consumers by promoting the reliability of the bulk-power system.,fail
172,173,To amend the Internal Revenue Code of 1986 to impose a windfall profits adjustment on the production of domestic electricity and to use the resulting revenues to fund rebates for individual and business electricity consumers.,fail
173,174,"To amend the Small Business Act with respect to the microloan program, and for other purposes.",fail
174,175,To establish a national uniform poll closing time and uniform treatment of absentee ballots in Presidential general elections.,fail
175,176,"To reform the financing of Federal elections, and for other purposes.",fail
176,177,"To amend the provisions of title 39, United States Code, relating to the manner in which pay policies and schedules and fringe benefit programs for postmasters are established.",fail
177,178,"To permanently reenact chapter 12 of title 11, United States Code, relating to family farmers.",fail
178,179,To amend the Internal Revenue Code of 1986 to phase in a full estate tax deduction for family-owned business interests and to increase the unified credit exemption.,fail
179,180,To facilitate famine relief efforts and a comprehensive solution to the war in Sudan.,fail
180,181,To amend the Internal Revenue Code of 1986 to phase out the taxation of social security benefits.,fail
181,182,To amend the Small Business Act with respect to the microloan program.,fail
182,183,To enhance Department of Education efforts to facilitate the involvement of small business owners in State and local initiatives to improve education.,fail
183,184,"To amend title 18, United States Code, to eliminate good time credits for prisoners serving a sentence for a crime of violence, and for other purposes.",fail
184,185,"To provide incentives to encourage stronger truth in sentencing of violent offenders, and for other purposes.",fail
185,186,"To provide access and choice for use of generic drugs instead of nongeneric drugs under Federal health care programs, and for other purposes.",fail
186,187,"To establish the position of Assistant United States Trade Representative for Small Business, and for other purposes.",fail
187,188,To amend the Internal Revenue Code of 1986 to modify the tax credit for electricity produced from certain renewable resources.,fail
188,189,"To amend the Internal Revenue Code of 1986 to provide tax relief for small businesses, and for other purposes.",fail
189,190,"To amend the Federal Food, Drug, and Cosmetic Act to grant the Secretary of Health and Human Services the authority to regulate tobacco products, and for other purposes.",fail
190,191,To abolish the death penalty under Federal law.,fail
191,192,"To amend title 9, United States Code, with respect to consumer credit transactions.",fail
192,193,"To authorize funding for Advanced Scientific Research Computing Programs at the Department of Energy for fiscal years 2002 through 2006, and for other purposes.",fail
193,194,To authorize funding for successful reentry of criminal offenders into local communities.,fail
194,195,"To amend the Elementary and Secondary Education Act of 1965 to establish programs to recruit, retain, and retrain teachers, and for other purposes.",fail
195,196,"To amend the Internal Revenue Code of 1986 to provide a refundable personal credit for energy conservation expenditures, and for other purposes.",fail
196,197,"To provide for the disclosure of the collection of information through computer software, and for other purposes.",fail
197,198,"To require the Secretary of the Interior to establish a program to provide assistance through States to eligible weed management entities to control or eradicate harmful, nonnative weeds on public and private land.",fail
198,199,"To amend title 49, United States Code, to authorize the Secretary of Transportation to oversee the competitive activities of air carriers following a concentration in the airline industry, and for other purposes.",fail
199,200,"To establish a national policy of basic consumer fair treatment for airline passengers, and for other purposes.",fail
200,201,"To require that Federal agencies be accountable for violations of antidiscrimination and whistleblower protection laws, and for other purposes.",fail
201,202,To rename Wolf Trap Farm Park for the Performing Arts as ``Wolf Trap National Park for the Performing Arts''.,fail
202,203,To amend the Internal Revenue Code of 1986 to provide an above-the-line deduction for qualified professional development expenses of elementary and secondary school teachers and to allow a credit against income tax to elementary and secondary school teachers who provide classroom materials.,fail
203,204,For the relief of Benjamin M. Banfro.,fail
204,205,To amend the Internal Revenue Code of 1986 to waive the income inclusion on a distribution from an individual retirement account to the extent that the distribution is contributed for charitable purposes.,fail
205,206,"To repeal the Public Utility Holding Company Act of 1935, to enact the Public Utility Holding Company Act of 2001, and for other purposes.",fail
206,207,To amend the Internal Revenue Code of 1986 to provide incentives to introduce new technologies to reduce energy consumption in buildings.,fail
207,208,To reduce health care costs and promote improved health by providing supplemental grants for additional preventive health services for women.,fail
208,209,For the relief of Sung Jun Oh.,fail
209,210,"To authorize the integration and consolidation of alcohol and substance abuse programs and services provided by Indian tribal governments, and for other purposes.",fail
210,211,"To amend the Education Amendments of 1978 and the Tribally Controlled Schools Act of 1988 to improve education for Indians, Native Hawaiians, and Alaskan Natives.",fail
211,212,To amend the Indian Health Care Improvement Act to revise and extend such Act.,fail
212,213,To amend the National Trails System Act to update the feasibility and suitability studies of 4 national historic trails and provide for possible additions to such trails.,fail
213,214,"To elevate the position of Director of the Indian Health Service within the Department of Health and Human Services to Assistant Secretary for Indian Health, and for other purposes.",fail
214,215,"To amend the Federal Food, Drug, and Cosmetic Act to permit importation in personal baggage and by mail of certain covered products for personal use from certain foreign countries and to correct impediments in implementation of the Medicine Equity and Drug Safety Act of 2000.",fail
215,216,"To establish a Commission for the comprehensive study of voting procedures in Federal, State, and local elections, and for other purposes.",fail
216,217,"To amend the Internal Revenue Code of 1986 to provide a uniform dollar limitation for all types of transportation fringe benefits excludable from gross income, and for other purposes.",fail
217,218,"To establish an Election Administration Commission to study Federal, State, and local voting procedures and election administration and provide grants to modernize voting procedures and election administration, and for other purposes.",fail
218,219,"To suspend for two years the certification procedures under section 490(b) of the Foreign Assistance Act of 1961 in order to foster greater multilateral cooperation in international counternarcotics programs, and for other purposes.",fail
219,220,"To amend title 11, United States Code, and for other purposes.",fail
220,221,To authorize the Secretary of Energy to make loans through a revolving loan fund for States to construct electricity generation facilities for use in electricity supply emergencies.,fail
221,222,"To provide tax incentives for the construction of seagoing cruise ships in United States shipyards, and to facilitate the development of a United States-flag, United States-built cruise industry, and for other purposes.",fail
222,223,To terminate the effectiveness of certain drinking water regulations.,fail
223,224,"To authorize the Secretary of the Interior to set aside up to $2 per person from park entrance fees or assess up to $2 per person visiting the Grand Canyon or other national park to secure bonds for capital improvements to those parks, and for other purposes.",fail
224,225,"To amend the Internal Revenue Code of 1986 to provide incentives to public elementary and secondary school teachers by providing a tax credit for teaching expenses, professional development expenses, and student education loans.",fail
225,226,"To establish a Northern Border States-Canada Trade Council, and for other purposes.",fail
226,227,To amend the Federal Deposit Insurance Act with respect to municipal deposits.,fail
227,228,"To amend title 38, United States Code, to make permanent the Native American veterans housing loan program, and for other purposes.",fail
228,229,"To amend Federal banking law to permit the payment of interest on business checking accounts in certain circumstances, and for other purposes.",fail
229,230,"To direct the Secretary of the Interior to convey a former Bureau of Land Management administrative site to the City of Carson City, Nevada, for use as a senior center.",fail
230,231,"To amend the Elementary and Secondary Education Act of 1965 to ensure that seniors are given an opportunity to serve as mentors, tutors, and volunteers for certain programs.",fail
231,232,To amend the Internal Revenue Code of 1986 to exclude United States savings bond income from gross income if used to pay long-term care expenses.,fail
232,233,"To place a moratorium on executions by the Federal Government and urge the States to do the same, while a National Commission on the Death Penalty reviews the fairness of the imposition of the death penalty.",fail
233,234,To amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services.,fail
234,235,"IN THE HOUSE OF REPRESENTATIVES  February 13, 2001  Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned",fail
235,236,"To amend the Internal Revenue Code of 1986 to expand the expense treatment for small businesses and to reduce the depreciation recovery period for restaurant buildings and franchise operations, and for other purposes.",fail
236,237,To amend the Internal Revenue Code of 1986 to repeal the 1993 income tax increase on Social Security benefits.,fail
237,238,"To authorize the Secretary of the Interior to conduct feasibility studies on water optimization in the Burnt River basin, Malheur River basin, Owyhee River basin, and Powder River basin, Oregon.",success
238,239,To improve access to the Cuban market for American agricultural producers and for other purposes.,fail
239,240,To authorize studies on water supply management and development.,fail
240,241,"To direct the Federal Election Commission to set uniform national standards for Federal election procedures, change the Federal election day, and for other purposes.",fail
241,242,To authorize funding for University Nuclear Science and Engineering Programs at the Department of Energy for fiscal years 2002 through 2006.,fail
242,243,"To provide for the issuance of bonds to provide funding for the construction of schools of the Bureau of Indian Affairs of the Department of the Interior, and for other purposes.",fail
243,244,To provide for United States policy toward Libya.,fail
244,245,To make permanent the moratorium on the Federal imposition of taxes on the Internet.,fail
245,246,To extend the moratorium on the imposition of taxes on the Internet for an additional 5 years.,fail
246,247,To provide for the protection of children from tobacco.,fail
247,248,"To amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any country.",success
248,249,To amend the Internal Revenue Code of 1986 to expand the credit for electricity produced from certain renewable resources.,fail
